avaliacao,ex1,ex2,ex3,ex4,ex5,ex6,ex7,ex8,ex9,ex10
1833,35983,37477,35730,35617,36359,35711,36590,35829,35480,35216
1834,35983,37477,35730,35617,36359,35711,36590,35829,35480,35216
1835,35983,37477,35730,35617,36359,35711,36590,35829,35480,35216
1836,35983,37477,35730,35617,36359,35711,36590,35829,35480,35216
1837,35983,37477,35730,35617,36359,35711,36590,35829,35480,35216
1838,35983,37477,35730,35617,36359,35711,36590,35829,35480,35216
1839,35983,37477,35730,35617,36359,35711,36590,35829,35480,35216
1840,35983,37477,35730,35617,36359,35711,36590,35829,35480,35216
1841,35983,37477,35730,35617,36359,35711,36590,35829,35480,35216
1842,35983,37477,35730,35617,36359,35711,36590,35829,35480,35216
1843,35983,37477,35730,35617,36359,35711,36590,35829,35480,35216
1844,35983,37477,35730,35617,36359,35711,36590,35829,35480,35216
1845,35983,37477,35730,35617,36359,35711,36590,35829,35480,35216
1846,35983,37477,35730,35617,36359,35711,36590,35829,35480,35216
1847,35983,37477,35730,35617,36359,35711,36590,35829,35480,35216
1848,35983,37477,35730,35617,36359,35711,36590,35829,35480,35216
1849,35983,37477,35730,35617,36359,35711,36590,35829,35480,35216
1850,35983,37477,35730,35617,36359,35711,36590,35829,35480,35216
1851,35983,37477,35730,35617,36359,35711,36590,35829,35480,35216
1852,35983,37477,35730,35617,36359,35711,36590,35829,35480,35216
1853,35983,37477,35730,35617,36359,35711,36590,35829,35480,35216
1854,35983,37477,35730,35617,36359,35711,36590,35829,35480,35216
1855,35983,37477,35730,35617,36359,35711,36590,35829,35480,35216
1856,35983,37477,35730,35617,36359,35711,36590,35829,35480,35216
1857,35983,37477,35730,35617,36359,35711,36590,35829,35480,35216
1858,35983,37477,35730,35617,36359,35711,36590,35829,35480,35216
1859,35983,37477,35730,35617,36359,35711,36590,35829,35480,35216
1860,35983,37477,35730,35617,36359,35711,36590,35829,35480,35216
1861,35983,37477,35730,35617,36359,35711,36590,35829,35480,35216
1862,35983,37477,35730,35617,36359,35711,36590,35829,35480,35216
1863,35983,37477,35730,35617,36359,35711,36590,35829,35480,35216
1864,35983,37477,35730,35617,36359,35711,36590,35829,35480,35216
1865,35983,37477,35730,35617,36359,35711,36590,35829,35480,35216
1866,35983,37477,35730,35617,36359,35711,36590,35829,35480,35216
1867,35983,37477,35730,35617,36359,35711,36590,35829,35480,35216
1868,35983,37477,35730,35617,36359,35711,36590,35829,35480,35216
1869,35983,37477,35730,35617,36359,35711,36590,35829,35480,35216
1870,35983,37477,35730,35617,36359,35711,36590,35829,35480,35216
1871,35983,37477,35730,35617,36359,35711,36590,35829,35480,35216
1872,35983,37477,35730,35617,36359,35711,36590,35829,35480,35216
1873,35983,37477,35730,35617,36359,35711,36590,35829,35480,35216
1874,35983,37477,35730,35617,36359,35711,36590,35829,35480,35216
1875,35983,37477,35730,35617,36359,35711,36590,35829,35480,35216
1876,35983,37477,35730,35617,36359,35711,36590,35829,35480,35216
1877,35983,37477,35730,35617,36359,35711,36590,35829,35480,35216
1878,35983,37477,35730,35617,36359,35711,36590,35829,35480,35216
1879,35983,37477,35730,35617,36359,35711,36590,35829,35480,35216
1880,35983,37477,35730,35617,36359,35711,36590,35829,35480,35216
1881,35983,37477,35730,35617,36359,35711,36590,35829,35480,35216
1882,35983,37477,35730,35617,36359,35711,36590,35829,35480,35216
1883,35983,37477,35730,35617,36359,35711,36590,35829,35480,35216
1884,35983,37477,35730,35617,36359,35711,36590,35829,35480,35216
1885,35983,37477,35730,35617,36359,35711,36590,35829,35480,35216
1886,35983,37477,35730,35617,36359,35711,36590,35829,35480,35216
1887,35983,37477,35730,35617,36359,35711,36590,35829,35480,35216
1888,35983,37477,35730,35617,36359,35711,36590,35829,35480,35216
1889,35983,37477,35730,35617,36359,35711,36590,35829,35480,35216
1890,35983,37477,35730,35617,36359,35711,36590,35829,35480,35216
1891,35983,37477,35730,35617,36359,35711,36590,35829,35480,35216
1892,35983,37477,35730,35617,36359,35711,36590,35829,35480,35216
1893,35983,37477,35730,35617,36359,35711,36590,35829,35480,35216
1894,35983,37477,35730,35617,36359,35711,36590,35829,35480,35216
1895,35983,37477,35730,35617,36359,35711,36590,35829,35480,35216
1896,35983,37477,35730,35617,36359,35711,36590,35829,35480,35216
1897,35983,37477,35730,35617,36359,35711,36590,35829,35480,35216
1898,35983,37477,35730,35617,36359,35711,36590,35829,35480,35216
1899,35983,37477,35730,35617,36359,35711,36590,35829,35480,35216
1900,35983,37477,35730,35617,36359,35711,36590,35829,35480,35216
1901,35983,37477,35730,35617,36359,35711,36590,35829,35480,35216
1902,35983,37477,35730,35617,36359,35711,36590,35829,35480,35216
1903,35983,37477,35730,35617,36359,35711,36590,35829,35480,35216
1904,35983,37477,35730,35617,36359,35711,36590,35829,35480,35216
1905,35983,37477,35730,35617,36359,35711,36590,35829,35480,35216
1906,35983,37477,35730,35617,36359,35711,36590,35829,35480,35216
1907,35983,37477,35730,35617,36359,35711,36590,35829,35480,35216
1908,35983,37477,35730,35617,36359,35711,36590,35829,35480,35216
1909,35983,37477,35730,35617,36359,35711,36590,35829,35480,35216
1910,35983,37477,35730,35617,36359,35711,36590,35829,35480,35216
1911,35983,37477,35730,35617,36359,35711,36590,35829,35480,35216
1912,35983,37477,35730,35617,36359,35711,36590,35829,35480,35216
1913,35983,37477,35730,35617,36359,35711,36590,35829,35480,35216
1914,35983,37477,35730,35617,36359,35711,36590,35829,35480,35216
1915,35983,37477,35730,35617,36359,35711,36590,35829,35480,35216
1916,35983,37477,35730,35617,36359,35711,36590,35829,35480,35216
1917,35983,37477,35730,35617,36359,35711,36590,35829,35480,35216
1918,35983,37477,35730,35617,36359,35711,36590,35829,35480,35216
1919,35983,37477,35730,35617,36359,35711,36590,35829,35480,35216
1920,35983,37477,35730,35617,36359,35711,36590,35829,35480,35216
1921,35983,37477,35730,35617,36359,35711,36590,35829,35480,35216
1922,35983,37477,35730,35617,36359,35711,36590,35829,35480,35216
1923,35983,37477,35730,35617,36359,35711,36590,35829,35480,35216
1924,35983,37477,35730,35617,36359,35711,36590,35829,35480,35216
1925,35983,37477,35730,35617,36359,35711,36590,35829,35480,35216
1926,35983,37477,35730,35617,36359,35711,36590,35829,35480,35216
1927,35983,37477,35730,35617,36359,35711,36590,35829,35480,35216
1928,35983,37477,35730,35617,36359,35711,36590,35829,35480,35216
1929,35983,37477,35730,35617,36359,35711,36590,35829,35480,35216
1930,35983,37477,35730,35617,36359,35711,36590,35829,35480,35216
1931,35983,37477,35730,35617,36359,35711,36590,35829,35480,35216
1932,35983,37477,35730,35617,36359,35711,36590,35829,35480,35216
1933,35983,37477,35730,35617,36359,35711,36590,35829,35480,35216
1934,35983,37477,35730,35617,36359,35711,36590,35829,35480,35216
1935,35983,37477,35730,35617,36359,35711,36590,35829,35480,35216
1936,35983,37477,35730,35617,36359,35711,36590,35829,35480,35216
1937,35983,37477,35730,35617,36359,35711,36590,35829,35480,35216
1938,35983,37477,35730,35617,36359,35711,36590,35829,35480,35216
1939,35983,37477,35730,35617,36359,35711,36590,35829,35480,35216
1940,35983,37477,35730,35617,36359,35711,36590,35829,35480,35216
1941,35983,37477,35730,35617,36359,35711,36590,35829,35480,35216
1942,35983,37477,35730,35617,36359,35711,36590,35829,35480,35216
1943,35983,37477,35730,35617,36359,35711,36590,35829,35480,35216
1944,35983,37477,35730,35617,36359,35711,36590,35829,35480,35216
1945,35983,37477,35730,35617,36359,35711,36590,35829,35480,35216
1946,35983,37477,35730,35617,36359,35711,36590,35829,35480,35216
1947,35983,37477,35730,35617,36359,35711,36590,35829,35480,35216
1948,35983,37477,35730,35617,36359,35711,36590,35829,35480,35216
1949,35983,37477,35730,35617,36359,35711,36590,35829,35480,35216
1950,35983,37477,35730,35617,36359,35711,36590,35829,35480,35216
1951,35983,37477,35730,35617,36359,35711,36590,35829,35480,35216
1952,35983,37477,35730,35617,36359,35711,36590,35829,35480,35216
1953,35983,37477,35730,35617,36359,35711,36590,35829,35480,35216
1954,35983,37477,35730,35617,36359,35711,36590,35829,35480,35216
1955,35983,37477,35730,35617,36359,35711,36590,35829,35480,35216
1956,35983,37477,35730,35617,36359,35711,36590,35829,35480,35216
1957,35983,37477,35730,35617,36359,35711,36590,35829,35480,35216
1958,35983,37477,35730,35617,36359,35711,36590,35829,35480,35216
1959,35983,37477,35730,35617,36359,35711,36590,35829,35480,35216
1960,35983,37477,35730,35617,36359,35711,36590,35829,35480,35216
1961,35983,37477,35730,35617,36359,35711,36590,35829,35480,35216
1962,35983,37477,35730,35617,36359,35711,36590,35829,35480,35216
1963,35983,37477,35730,35617,36359,35711,36590,35829,35480,35216
1964,35983,37477,35730,35617,36359,35711,36590,35829,35480,35216
1965,35983,37477,35730,35617,36359,35711,36590,35829,35480,35216
1966,35983,37477,35730,35617,36359,35711,36590,35829,35480,35216
1967,35983,37477,35730,35617,36359,35711,36590,35829,35480,35216
1968,35983,37477,35730,35617,36359,35711,36590,35829,35480,35216
1969,35983,37477,35730,35617,36359,35711,36590,35829,35480,35216
1970,35983,37477,35730,35617,36359,35711,36590,35829,35480,35216
1971,35983,37477,35730,35617,36359,35711,36590,35829,35480,35216
1972,35983,37477,35730,35617,36359,35711,36590,35829,35480,35216
1973,35983,37477,35730,35617,36359,35711,36590,35829,35480,35216
1974,35983,37477,35730,35617,36359,35711,36590,35829,35480,35216
1975,35983,37477,35730,35617,36359,35711,36590,35829,35480,35216
1976,35983,37477,35730,35617,36359,35711,36590,35829,35480,35216
1977,35983,37477,35730,35617,36359,35711,36590,35829,35480,35216
1978,35983,37477,35730,35617,36359,35711,36590,35829,35480,35216
1979,35983,37477,35730,35617,36359,35711,36590,35829,35480,35216
1980,35983,37477,35730,35617,36359,35711,36590,35829,35480,35216
1981,35983,37477,35730,35617,36359,35711,36590,35829,35480,35216
1982,35983,37477,35730,35617,36359,35711,36590,35829,35480,35216
1983,35983,37477,35730,35617,36359,35711,36590,35829,35480,35216
1984,35983,37477,35730,35617,36359,35711,36590,35829,35480,35216
1985,35983,37477,35730,35617,36359,35711,36590,35829,35480,35216
1986,35983,37477,35730,35617,36359,35711,36590,35829,35480,35216
1987,35983,37477,35730,35617,36359,35711,36590,35829,35480,35216
1988,35983,37477,35730,35617,36359,35711,36590,35829,35480,35216
1989,35983,37477,35730,35617,36359,35711,36590,35829,35480,35216
1990,35983,37477,35730,35617,36359,35711,36590,35829,35480,35216
1991,35983,37477,35730,35617,36359,35711,36590,35829,35480,35216
1992,35983,37477,35730,35617,36359,35711,36590,35829,35480,35216
1993,35983,37477,35730,35617,36359,35711,36590,35829,35480,35216
1994,35983,37477,35730,35617,36359,35711,36590,35829,35480,35216
1995,35983,37477,35730,35617,36359,35711,36590,35829,35480,35216
1996,35983,37477,35730,35617,36359,35711,36590,35829,35480,35216
1997,35983,37477,35730,35617,36359,35711,36590,35829,35480,35216
1998,35983,37477,35730,35617,36359,35711,36590,35829,35480,35216
1999,35983,37477,35730,35617,36359,35711,36590,35829,35480,35216
2000,35983,37477,35730,35617,36359,35711,36590,35829,35480,35216
2001,35983,37477,35730,35617,36359,35711,36590,35829,35480,35216
2002,35983,37477,35730,35617,36359,35711,36590,35829,35480,35216
2003,35983,37477,35730,35617,36359,35711,36590,35829,35480,35216
2004,35983,37477,35730,35617,36359,35711,36590,35829,35480,35216
2005,35983,37477,35730,35617,36359,35711,36590,35829,35480,35216
2006,35983,37477,35730,35617,36359,35711,36590,35829,35480,35216
2007,35983,37477,35730,35617,36359,35711,36590,35829,35480,35216
2008,35983,37477,35730,35617,36359,35711,36590,35829,35480,35216
2009,35983,37477,35730,35617,36359,35711,36590,35829,35480,35216
2010,35983,37477,35730,35617,36359,35711,36590,35829,35480,35216
2011,35983,37477,35730,35617,36359,35711,36590,35829,35480,35216
2012,35983,37477,35730,35617,36359,35711,36590,35829,35480,35216
2013,35983,37477,35730,35617,36359,35711,36590,35829,35480,35216
2014,35983,37477,35730,35617,36359,35711,36590,35829,35480,35216
2015,35983,37477,35730,35617,36359,35711,36590,35829,35480,35216
2016,35983,37477,35730,35617,36359,35711,36590,35829,35480,35216
2017,35983,37477,35730,35617,36359,35711,36590,35829,35480,35216
2018,35983,37477,35730,35617,36359,35711,36590,35829,35480,35216
2019,35983,37477,35730,35617,36359,35711,36590,35829,35480,35216
2020,35983,37477,35730,35617,36359,35711,36590,35829,35480,35216
2021,35983,37477,35730,35617,36359,35711,36590,35829,35480,35216
2022,35983,37477,35730,35617,36359,35711,36590,35829,35480,35216
2023,35983,37477,35730,35617,36359,35711,36590,35829,35480,35216
2024,35983,37477,35730,35617,36359,35711,36590,35829,35480,35216
2025,35983,37477,35730,35617,36359,35711,36590,35829,35480,35216
2026,35983,37477,35730,35617,36359,35711,36590,35829,35480,35216
2027,35983,37477,35730,35617,36359,35711,36590,35829,35480,35216
2028,35983,37477,35730,35617,36359,35711,36590,35829,35480,35216
2029,35983,37477,35730,35617,36359,35711,36590,35829,35480,35216
2030,35983,37477,35730,35617,36359,35711,36590,35829,35480,35216
2031,35983,37477,35730,35617,36359,35711,36590,35829,35480,35216
2032,35983,37477,35730,35617,36359,35711,36590,35829,35480,35216
2033,35983,37477,35730,35617,36359,35711,36590,35829,35480,35216
2034,35983,37477,35730,35617,36359,35711,36590,35829,35480,35216
2035,35983,37477,35730,35617,36359,35711,36590,35829,35480,35216
2036,35983,37477,35730,35617,36359,35711,36590,35829,35480,35216
2037,35983,37477,35730,35617,36359,35711,36590,35829,35480,35216
2038,35983,37477,35730,35617,36359,35711,36590,35829,35480,35216
2039,35983,37477,35730,35617,36359,35711,36590,35829,35480,35216
2040,35983,37477,35730,35617,36359,35711,36590,35829,35480,35216
2041,35983,37477,35730,35617,36359,35711,36590,35829,35480,35216
2042,35983,37477,35730,35617,36359,35711,36590,35829,35480,35216
2043,35983,37477,35730,35617,36359,35711,36590,35829,35480,35216
2044,35983,37477,35730,35617,36359,35711,36590,35829,35480,35216
2045,35983,37477,35730,35617,36359,35711,36590,35829,35480,35216
2046,35983,37477,35730,35617,36359,35711,36590,35829,35480,35216
2047,35983,37477,35730,35617,36359,35711,36590,35829,35480,35216
2048,35983,37477,35730,35617,36359,35711,36590,35829,35480,35216
2049,35983,37477,35730,35617,36359,35711,36590,35829,35480,35216
2050,35983,37477,35730,35617,36359,35711,36590,35829,35480,35216
2051,35983,37477,35730,35617,36359,35711,36590,35829,35480,35216
2052,35983,37477,35730,35617,36359,35711,36590,35829,35480,35216
2053,35983,37477,35730,35617,36359,35711,36590,35829,35480,35216
2054,35983,37477,35730,35617,36359,35711,36590,35829,35480,35216
2055,35983,37477,35730,35617,36359,35711,36590,35829,35480,35216
2056,35983,37477,35730,35617,36359,35711,36590,35829,35480,35216
2057,35983,37477,35730,35617,36359,35711,36590,35829,35480,35216
2058,35983,37477,35730,35617,36359,35711,36590,35829,35480,35216
2059,35983,37477,35730,35617,36359,35711,36590,35829,35480,35216
2060,35983,37477,35730,35617,36359,35711,36590,35829,35480,35216
2061,35983,37477,35730,35617,36359,35711,36590,35829,35480,35216
2062,35983,37477,35730,35617,36359,35711,36590,35829,35480,35216
2063,35983,37477,35730,35617,36359,35711,36590,35829,35480,35216
2064,35983,37477,35730,35617,36359,35711,36590,35829,35480,35216
2065,35983,37477,35730,35617,36359,35711,36590,35829,35480,35216
2066,35983,37477,35730,35617,36359,35711,36590,35829,35480,35216
2067,35983,37477,35730,35617,36359,35711,36590,35829,35480,35216
2068,35983,37477,35730,35617,36359,35711,36590,35829,35480,35216
2069,35983,37477,35730,35617,36359,35711,36590,35829,35480,35216
2070,35983,37477,35730,35617,36359,35711,36590,35829,35480,35216
2071,35983,37477,35730,35617,36359,35711,36590,35829,35480,35216
2072,35983,37477,35730,35617,36359,35711,36590,35829,35480,35216
2073,35983,37477,35730,35617,36359,35711,36590,35829,35480,35216
2074,35983,37477,35730,35617,36359,35711,36590,35829,35480,35216
2075,35983,37477,35730,35617,36359,35711,36590,35829,35480,35216
2076,35983,37477,35730,35617,36359,35711,36590,35829,35480,35216
2077,35983,37477,35730,35617,36359,35711,36590,35829,35480,35216
2078,35983,37477,35730,35617,36359,35711,36590,35829,35480,35216
2079,35983,37477,35730,35617,36359,35711,36590,35829,35480,35216
2080,35983,37477,35730,35617,36359,35711,36590,35829,35480,35216
2081,35983,37477,35730,35617,36359,35711,36590,35829,35480,35216
2082,35983,37477,35730,35617,36359,35711,36590,35829,35480,35216
2083,35983,37477,35730,35617,36359,35711,36590,35829,35480,35216
2084,35983,37477,35730,35617,36359,35711,36590,35829,35480,35216
2085,35983,37477,35730,35617,36359,35711,36590,35829,35480,35216
2086,35983,37477,35730,35617,36359,35711,36590,35829,35480,35216
2087,35983,37477,35730,35617,36359,35711,36590,35829,35480,35216
2088,35983,37477,35730,35617,36359,35711,36590,35829,35480,35216
2089,35983,37477,35730,35617,36359,35711,36590,35829,35480,35216
2090,35983,37477,35730,35617,36359,35711,36590,35829,35480,35216
2091,35983,37477,35730,35617,36359,35711,36590,35829,35480,35216
2092,35983,37477,35730,35617,36359,35711,36590,35829,35480,35216
2093,35983,37477,35730,35617,36359,35711,36590,35829,35480,35216
2094,35983,37477,35730,35617,36359,35711,36590,35829,35480,35216
2095,35983,37477,35730,35617,36359,35711,36590,35829,35480,35216
2096,35983,37477,35730,35617,36359,35711,36590,35829,35480,35216
2097,35983,37477,35730,35617,36359,35711,36590,35829,35480,35216
2098,35983,37477,35730,35617,36359,35711,36590,35829,35480,35216
2099,35983,37477,35730,35617,36359,35711,36590,35829,35480,35216
2100,35983,37477,35730,35617,36359,35711,36590,35829,35480,35216
2101,35983,37477,35730,35617,36359,35711,36590,35829,35480,35216
2102,35983,37477,35730,35617,36359,35711,36590,35829,35480,35216
2103,35983,37477,35730,35617,36359,35711,36590,35829,35480,35216
2104,35983,37477,35730,35617,36359,35711,36590,35829,35480,35216
2105,35983,37477,35730,35617,36359,35711,36590,35829,35480,35216
2106,35983,37477,35730,35617,36359,35711,36590,35829,35480,35216
2107,35983,37477,35730,35617,36359,35711,36590,35829,35480,35216
2108,35983,37477,35730,35617,36359,35711,36590,35829,35480,35216
2109,35983,37477,35730,35617,36359,35711,36590,35829,35480,35216
2110,35983,37477,35730,35617,36359,35711,36590,35829,35480,35216
2111,35983,37477,35730,35617,36359,35711,36590,35829,35480,35216
2112,35983,37477,35730,35617,36359,35711,36590,35829,35480,35216
2113,35983,37477,35730,35617,36359,35711,36590,35829,35480,35216
2114,35983,37477,35730,35617,36359,35711,36590,35829,35480,35216
2115,35983,37477,35730,35617,36359,35711,36590,35829,35480,35216
2116,35983,37477,35730,35617,36359,35711,36590,35829,35480,35216
2117,35983,37477,35730,35617,36359,35711,36590,35829,35480,35216
2118,35983,37477,35730,35617,36359,35711,36590,35829,35480,35216
2119,35983,37477,35730,35617,36359,35711,36590,35829,35480,35216
2120,35983,37477,35730,35617,36359,35711,36590,35829,35480,35216
2121,35983,37477,35730,35617,36359,35711,36590,35829,35480,35216
2122,35983,37477,35730,35617,36359,35711,36590,35829,35480,35216
2123,35983,37477,35730,35617,36359,35711,36590,35829,35480,35216
2124,35983,37477,35730,35617,36359,35711,36590,35829,35480,35216
2125,35983,37477,35730,35617,36359,35711,36590,35829,35480,35216
2126,35983,37477,35730,35617,36359,35711,36590,35829,35480,35216
2127,35983,37477,35730,35617,36359,35711,36590,35829,35480,35216
2128,35983,37477,35730,35617,36359,35711,36590,35829,35480,35216
2129,35983,37477,35730,35617,36359,35711,36590,35829,35480,35216
2130,35983,37477,35730,35617,36359,35711,36590,35829,35480,35216
2131,35983,37477,35730,35617,36359,35711,36590,35829,35480,35216
2132,35983,37477,35730,35617,36359,35711,36590,35829,35480,35216
2133,35983,37477,35730,35617,36359,35711,36590,35829,35480,35216
2134,35983,37477,35730,35617,36359,35711,36590,35829,35480,35216
2135,35983,37477,35730,35617,36359,35711,36590,35829,35480,35216
2136,35983,37477,35730,35617,36359,35711,36590,35829,35480,35216
2137,35983,37477,35730,35617,36359,35711,36590,35829,35480,35216
2138,35983,37477,35730,35617,36359,35711,36590,35829,35480,35216
2139,35983,37477,35730,35617,36359,35711,36590,35829,35480,35216
2140,35983,37477,35730,35617,36359,35711,36590,35829,35480,35216
2141,35983,37477,35730,35617,36359,35711,36590,35829,35480,35216
2142,35983,37477,35730,35617,36359,35711,36590,35829,35480,35216
2143,35983,37477,35730,35617,36359,35711,36590,35829,35480,35216
2144,35983,37477,35730,35617,36359,35711,36590,35829,35480,35216
2145,35983,37477,35730,35617,36359,35711,36590,35829,35480,35216
2146,35983,37477,35730,35617,36359,35711,36590,35829,35480,35216
2147,35983,37477,35730,35617,36359,35711,36590,35829,35480,35216
2148,35983,37477,35730,35617,36359,35711,36590,35829,35480,35216
2149,35983,37477,35730,35617,36359,35711,36590,35829,35480,35216
2150,35983,37477,35730,35617,36359,35711,36590,35829,35480,35216
2151,35983,37477,35730,35617,36359,35711,36590,35829,35480,35216
2152,35983,37477,35730,35617,36359,35711,36590,35829,35480,35216
2153,35983,37477,35730,35617,36359,35711,36590,35829,35480,35216
2154,35983,37477,35730,35617,36359,35711,36590,35829,35480,35216
2155,35983,37477,35730,35617,36359,35711,36590,35829,35480,35216
2156,35983,37477,35730,35617,36359,35711,36590,35829,35480,35216
2157,35983,37477,35730,35617,36359,35711,36590,35829,35480,35216
2158,35983,37477,35730,35617,36359,35711,36590,35829,35480,35216
2159,35983,37477,35730,35617,36359,35711,36590,35829,35480,35216
2160,35983,37477,35730,35617,36359,35711,36590,35829,35480,35216
2161,35983,37477,35730,35617,36359,35711,36590,35829,35480,35216
2162,35983,37477,35730,35617,36359,35711,36590,35829,35480,35216
2163,35983,37477,35730,35617,36359,35711,36590,35829,35480,35216
2164,35983,37477,35730,35617,36359,35711,36590,35829,35480,35216
2165,35983,37477,35730,35617,36359,35711,36590,35829,35480,35216
2166,35983,37477,35730,35617,36359,35711,36590,35829,35480,35216
2167,35983,37477,35730,35617,36359,35711,36590,35829,35480,35216
2168,35983,37477,35730,35617,36359,35711,36590,35829,35480,35216
2169,35983,37477,35730,35617,36359,35711,36590,35829,35480,35216
2170,35983,37477,35730,35617,36359,35711,36590,35829,35480,35216
2171,35983,37477,35730,35617,36359,35711,36590,35829,35480,35216
2172,35983,37477,35730,35617,36359,35711,36590,35829,35480,35216
2173,35983,37477,35730,35617,36359,35711,36590,35829,35480,35216
2174,35983,37477,35730,35617,36359,35711,36590,35829,35480,35216
2175,35983,37477,35730,35617,36359,35711,36590,35829,35480,35216
2176,35983,37477,35730,35617,36359,35711,36590,35829,35480,35216
2177,35983,37477,35730,35617,36359,35711,36590,35829,35480,35216
2178,35983,37477,35730,35617,36359,35711,36590,35829,35480,35216
2179,35983,37477,35730,35617,36359,35711,36590,35829,35480,35216
2180,35983,37477,35730,35617,36359,35711,36590,35829,35480,35216
2181,35983,37477,35730,35617,36359,35711,36590,35829,35480,35216
2182,35983,37477,35730,35617,36359,35711,36590,35829,35480,35216
2183,35983,37477,35730,35617,36359,35711,36590,35829,35480,35216
2184,35983,37477,35730,35617,36359,35711,36590,35829,35480,35216
2185,35983,37477,35730,35617,36359,35711,36590,35829,35480,35216
2186,35983,37477,35730,35617,36359,35711,36590,35829,35480,35216
2187,35983,37477,35730,35617,36359,35711,36590,35829,35480,35216
2188,35983,37477,35730,35617,36359,35711,36590,35829,35480,35216
2189,35983,37477,35730,35617,36359,35711,36590,35829,35480,35216
2190,35983,37477,35730,35617,36359,35711,36590,35829,35480,35216
2191,35983,37477,35730,35617,36359,35711,36590,35829,35480,35216
2192,35983,37477,35730,35617,36359,35711,36590,35829,35480,35216
2193,35983,37477,35730,35617,36359,35711,36590,35829,35480,35216
2194,35983,37477,35730,35617,36359,35711,36590,35829,35480,35216
2195,35983,37477,35730,35617,36359,35711,36590,35829,35480,35216
2196,35983,37477,35730,35617,36359,35711,36590,35829,35480,35216
2197,35983,37477,35730,35617,36359,35711,36590,35829,35480,35216
2198,35983,37477,35730,35617,36359,35711,36590,35829,35480,35216
2199,35983,37477,35730,35617,36359,35711,36590,35829,35480,35216
2200,35983,37477,35730,35617,36359,35711,36590,35829,35480,35216
2201,35983,37477,35730,35617,36359,35711,36590,35829,35480,35216
2202,35983,37477,35730,35617,36359,35711,36590,35829,35480,35216
2203,35983,37477,35730,35617,36359,35711,36590,35829,35480,35216
2204,35983,37477,35730,35617,36359,35711,36590,35829,35480,35216
2205,35983,37477,35730,35617,36359,35711,36590,35829,35480,35216
2206,35983,37477,35730,35617,36359,35711,36590,35829,35480,35216
2207,35983,37477,35730,35617,36359,35711,36590,35829,35480,35216
2208,35983,37477,35730,35617,36359,35711,36590,35829,35480,35216
2209,35983,37477,35730,35617,36359,35711,36590,35829,35480,35216
2210,35983,37477,35730,35617,36359,35711,36590,35829,35480,35216
2211,35983,37477,35730,35617,36359,35711,36590,35829,35480,35216
2212,35983,37477,35730,35617,36359,35711,36590,35829,35480,35216
2213,35983,37477,35730,35617,36359,35711,36590,35829,35480,35216
2214,35983,37477,35730,35617,36359,35711,36590,35829,35480,35216
2215,35983,37477,35730,35617,36359,35711,36590,35829,35480,35216
2216,35983,37477,35730,35617,36359,35711,36590,35829,35480,35216
2217,35983,37477,35730,35617,36359,35711,36590,35829,35480,35216
2218,35983,37477,35730,35617,36359,35711,36590,35829,35480,35216
2219,35983,37477,35730,35617,36359,35711,36590,35829,35480,35216
2220,35983,37477,35730,35617,36359,35711,36590,35829,35480,35216
2221,35983,37477,35730,35617,36359,35711,36590,35829,35480,35216
2222,35983,37477,35730,35617,36359,35711,36590,35829,35480,35216
2223,35983,37477,35730,35617,36359,35711,36590,35829,35480,35216
2224,35983,37477,35730,35617,36359,35711,36590,35829,35480,35216
2225,35983,37477,35730,35617,36359,35711,36590,35829,35480,35216
2226,35983,37477,35730,35617,36359,35711,36590,35829,35480,35216
2227,35983,37477,35730,35617,36359,35711,36590,35829,35480,35216
2228,35983,37477,35730,35617,36359,35711,36590,35829,35480,35216
2229,35983,37477,35730,35617,36359,35711,36590,35829,35480,35216
2230,35983,37477,35730,35617,36359,35711,36590,35829,35480,35216
2231,35983,37477,35730,35617,36359,35711,36590,35829,35480,35216
2232,35983,37477,35730,35617,36359,35711,36590,35829,35480,35216
2233,35983,37477,35730,35617,36359,35711,36590,35829,35480,35216
2234,35983,37477,35730,35617,36359,35711,36590,35829,35480,35216
2235,35983,37477,35730,35617,36359,35711,36590,35829,35480,35216
2236,35983,37477,35730,35617,36359,35711,36590,35829,35480,35216
2237,35983,37477,35730,35617,36359,35711,36590,35829,35480,35216
2238,35983,37477,35730,35617,36359,35711,36590,35829,35480,35216
2239,35983,37477,35730,35617,36359,35711,36590,35829,35480,35216
2240,35983,37477,35730,35617,36359,35711,36590,35829,35480,35216
2241,35983,37477,35730,35617,36359,35711,36590,35829,35480,35216
2242,35983,37477,35730,35617,36359,35711,36590,35829,35480,35216
2243,35983,37477,35730,35617,36359,35711,36590,35829,35480,35216
2244,35983,37477,35730,35617,36359,35711,36590,35829,35480,35216
2245,35983,37477,35730,35617,36359,35711,36590,35829,35480,35216
2246,35983,37477,35730,35617,36359,35711,36590,35829,35480,35216
2247,35983,37477,35730,35617,36359,35711,36590,35829,35480,35216
2248,35983,37477,35730,35617,36359,35711,36590,35829,35480,35216
2249,35983,37477,35730,35617,36359,35711,36590,35829,35480,35216
2250,35983,37477,35730,35617,36359,35711,36590,35829,35480,35216
2251,35983,37477,35730,35617,36359,35711,36590,35829,35480,35216
2252,35983,37477,35730,35617,36359,35711,36590,35829,35480,35216
2253,35983,37477,35730,35617,36359,35711,36590,35829,35480,35216
2254,35983,37477,35730,35617,36359,35711,36590,35829,35480,35216
