avaliacao,ex1,ex2,ex3,ex4,ex5,ex6,ex7,ex8,ex9,ex10
121,35805,37477,35730,35617,36359,35711,36590,35829,35480,35067
122,35805,37477,35730,35617,36359,35711,36590,35829,35480,35067
123,35805,37477,35730,35617,36359,35711,36590,35829,35480,35067
124,35805,37477,35730,35617,36359,35711,36590,35829,35480,35067
125,35805,37477,35730,35617,36359,35711,36590,35829,35480,35067
126,35805,37477,35730,35617,36359,35711,36590,35829,35480,35067
127,35805,37477,35730,35617,36359,35711,36590,35829,35480,35067
128,35805,37477,35730,35617,36359,35711,36590,35829,35480,35067
129,35805,37477,35730,35617,36359,35711,36590,35829,35480,35067
130,35805,37477,35730,35617,36359,35711,36590,35829,35480,35067
131,35805,37477,35730,35617,36359,35711,36590,35829,35480,35067
132,35805,37477,35730,35617,36359,35711,36590,35829,35480,35067
133,35805,37477,35730,35617,36359,35711,36590,35829,35480,35067
134,35805,37477,35730,35617,36359,35711,36590,35829,35480,35067
135,35805,37477,35730,35617,36359,35711,36590,35829,35480,35067
136,35805,37477,35730,35617,36359,35711,36590,35829,35480,35067
137,35805,37477,35730,35617,36359,35711,36590,35829,35480,35067
138,35805,37477,35730,35617,36359,35711,36590,35829,35480,35067
139,35805,37477,35730,35617,36359,35711,36590,35829,35480,35067
140,35805,37477,35730,35617,36359,35711,36590,35829,35480,35067
141,35805,37477,35730,35617,36359,35711,36590,35829,35480,35067
142,35805,37477,35730,35617,36359,35711,36590,35829,35480,35067
143,35805,37477,35730,35617,36359,35711,36590,35829,35480,35067
144,35805,37477,35730,35617,36359,35711,36590,35829,35480,35067
145,35805,37477,35730,35617,36359,35711,36590,35829,35480,35067
146,35805,37477,35730,35617,36359,35711,36590,35829,35480,35067
147,35805,37477,35730,35617,36359,35711,36590,35829,35480,35067
148,35805,37477,35730,35617,36359,35711,36590,35829,35480,35067
149,35805,37477,35730,35617,36359,35711,36590,35829,35480,35067
150,35805,37477,35730,35617,36359,35711,36590,35829,35480,35067
151,35805,37477,35730,35617,36359,35711,36590,35829,35480,35067
152,35805,37477,35730,35617,36359,35711,36590,35829,35480,35067
153,35805,37477,35730,35617,36359,35711,36590,35829,35480,35067
154,35805,37477,35730,35617,36359,35711,36590,35829,35480,35067
155,35805,37477,35730,35617,36359,35711,36590,35829,35480,35067
156,35805,37477,35730,35617,36359,35711,36590,35829,35480,35067
157,35805,37477,35730,35617,36359,35711,36590,35829,35480,35067
158,35805,37477,35730,35617,36359,35711,36590,35829,35480,35067
159,35805,37477,35730,35617,36359,35711,36590,35829,35480,35067
160,35805,37477,35730,35617,36359,35711,36590,35829,35480,35067
161,35805,37477,35730,35617,36359,35711,36590,35829,35480,35067
162,35805,37477,35730,35617,36359,35711,36590,35829,35480,35067
163,35805,37477,35730,35617,36359,35711,36590,35829,35480,35067
164,35805,37477,35730,35617,36359,35711,36590,35829,35480,35067
165,35805,37477,35730,35617,36359,35711,36590,35829,35480,35067
166,35805,37477,35730,35617,36359,35711,36590,35829,35480,35067
167,35805,37477,35730,35617,36359,35711,36590,35829,35480,35067
168,35805,37477,35730,35617,36359,35711,36590,35829,35480,35067
169,35805,37477,35730,35617,36359,35711,36590,35829,35480,35067
170,35805,37477,35730,35617,36359,35711,36590,35829,35480,35067
171,35805,37477,35730,35617,36359,35711,36590,35829,35480,35067
172,35805,37477,35730,35617,36359,35711,36590,35829,35480,35067
173,35805,37477,35730,35617,36359,35711,36590,35829,35480,35067
174,35805,37477,35730,35617,36359,35711,36590,35829,35480,35067
175,35805,37477,35730,35617,36359,35711,36590,35829,35480,35067
176,35805,37477,35730,35617,36359,35711,36590,35829,35480,35067
177,35983,37477,35730,35617,36359,35711,36590,35829,35480,35067
178,35983,37477,35730,35617,36359,35711,36590,35829,35480,35067
179,35983,37477,35730,35617,36359,35711,36590,35829,35480,35067
180,35983,37477,35730,35617,36359,35711,36590,35829,35480,35067
181,35983,37477,35730,35617,36359,35711,36590,35829,35480,35067
182,35983,37477,35730,35617,36359,35711,36590,35829,35480,35067
183,35983,37477,35730,35617,36359,35711,36590,35829,35480,35067
184,35983,37477,35730,35617,36359,35711,36590,35829,35480,35067
185,35983,37477,35730,35617,36359,35711,36590,35829,35480,35067
186,35983,37477,35730,35617,36359,35711,36590,35829,35480,35067
187,35983,37477,35730,35617,36359,35711,36590,35829,35480,35067
188,35983,37477,35730,35617,36359,35711,36590,35829,35480,35067
189,35983,37477,35730,35617,36359,35711,36590,35829,35480,35067
190,35983,37477,35730,35617,36359,35711,36590,35829,35480,35216
191,35983,37477,35730,35617,36359,35711,36590,35829,35480,35216
192,35983,37477,35730,35617,36359,35711,36590,35829,35480,35216
193,35983,37477,35730,35617,36359,35711,36590,35829,35480,35216
194,35983,37477,35730,35617,36359,35711,36590,35829,35480,35216
195,35983,37477,35730,35617,36359,35711,36590,35829,35480,35216
196,35983,37477,35730,35617,36359,35711,36590,35829,35480,35216
197,35983,37477,35730,35617,36359,35711,36590,35829,35480,35216
198,35983,37477,35730,35617,36359,35711,36590,35829,35480,35216
199,35983,37477,35730,35617,36359,35711,36590,35829,35480,35216
200,35983,37477,35730,35617,36359,35711,36590,35829,35480,35216
201,35983,37477,35730,35617,36359,35711,36590,35829,35480,35216
202,35983,37477,35730,35617,36359,35711,36590,35829,35480,35216
203,35983,37477,35730,35617,36359,35711,36590,35829,35480,35216
204,35983,37477,35730,35617,36359,35711,36590,35829,35480,35216
205,35983,37477,35730,35617,36359,35711,36590,35829,35480,35216
206,35983,37477,35730,35617,36359,35711,36590,35829,35480,35216
207,35983,37477,35730,35617,36359,35711,36590,35829,35480,35216
208,35983,37477,35730,35617,36359,35711,36590,35829,35480,35216
209,35983,37477,35730,35617,36359,35711,36590,35829,35480,35216
210,35983,37477,35730,35617,36359,35711,36590,35829,35480,35216
211,35983,37477,35730,35617,36359,35711,36590,35829,35480,35216
212,35983,37477,35730,35617,36359,35711,36590,35829,35480,35216
213,35983,37477,35730,35617,36359,35711,36590,35829,35480,35216
214,35983,37477,35730,35617,36359,35711,36590,35829,35480,35216
215,35983,37477,35730,35617,36359,35711,36590,35829,35480,35216
216,35983,37477,35730,35617,36359,35711,36590,35829,35480,35216
217,35983,37477,35730,35617,36359,35711,36590,35829,35480,35216
218,35983,37477,35730,35617,36359,35711,36590,35829,35480,35216
219,35983,37477,35730,35617,36359,35711,36590,35829,35480,35216
220,35983,37477,35730,35617,36359,35711,36590,35829,35480,35216
221,35983,37477,35730,35617,36359,35711,36590,35829,35480,35216
222,35983,37477,35730,35617,36359,35711,36590,35829,35480,35216
223,35983,37477,35730,35617,36359,35711,36590,35829,35480,35216
224,35983,37477,35730,35617,36359,35711,36590,35829,35480,35216
225,35983,37477,35730,35617,36359,35711,36590,35829,35480,35216
226,35983,37477,35730,35617,36359,35711,36590,35829,35480,35216
227,35983,37477,35730,35617,36359,35711,36590,35829,35480,35216
228,35983,37477,35730,35617,36359,35711,36590,35829,35480,35216
229,35983,37477,35730,35617,36359,35711,36590,35829,35480,35216
230,35983,37477,35730,35617,36359,35711,36590,35829,35480,35216
231,35983,37477,35730,35617,36359,35711,36590,35829,35480,35216
232,35983,37477,35730,35617,36359,35711,36590,35829,35480,35216
233,35983,37477,35730,35617,36359,35711,36590,35829,35480,35216
234,35983,37477,35730,35617,36359,35711,36590,35829,35480,35216
235,35983,37477,35730,35617,36359,35711,36590,35829,35480,35216
236,35983,37477,35730,35617,36359,35711,36590,35829,35480,35216
237,35983,37477,35730,35617,36359,35711,36590,35829,35480,35216
238,35983,37477,35730,35617,36359,35711,36590,35829,35480,35216
239,35983,37477,35730,35617,36359,35711,36590,35829,35480,35216
240,35983,37477,35730,35617,36359,35711,36590,35829,35480,35216
241,35983,37477,35730,35617,36359,35711,36590,35829,35480,35216
242,35983,37477,35730,35617,36359,35711,36590,35829,35480,35216
243,35983,37477,35730,35617,36359,35711,36590,35829,35480,35216
244,35983,37477,35730,35617,36359,35711,36590,35829,35480,35216
245,35983,37477,35730,35617,36359,35711,36590,35829,35480,35216
246,35983,37477,35730,35617,36359,35711,36590,35829,35480,35216
247,35983,37477,35730,35617,36359,35711,36590,35829,35480,35216
248,35983,37477,35730,35617,36359,35711,36590,35829,35480,35216
249,35983,37477,35730,35617,36359,35711,36590,35829,35480,35216
250,35983,37477,35730,35617,36359,35711,36590,35829,35480,35216
251,35983,37477,35730,35617,36359,35711,36590,35829,35480,35216
252,35983,37477,35730,35617,36359,35711,36590,35829,35480,35216
253,35983,37477,35730,35617,36359,35711,36590,35829,35480,35216
254,35983,37477,35730,35617,36359,35711,36590,35829,35480,35216
255,35983,37477,35730,35617,36359,35711,36590,35829,35480,35216
256,35983,37477,35730,35617,36359,35711,36590,35829,35480,35216
257,35983,37477,35730,35617,36359,35711,36590,35829,35480,35216
258,35983,37477,35730,35617,36359,35711,36590,35829,35480,35216
259,35983,37477,35730,35617,36359,35711,36590,35829,35480,35216
260,35983,37477,35730,35617,36359,35711,36590,35829,35480,35216
261,35983,37477,35730,35617,36359,35711,36590,35829,35480,35216
262,35983,37477,35730,35617,36359,35711,36590,35829,35480,35216
263,35983,37477,35730,35617,36359,35711,36590,35829,35480,35216
264,35983,37477,35730,35617,36359,35711,36590,35829,35480,35216
265,35983,37477,35730,35617,36359,35711,36590,35829,35480,35216
266,35983,37477,35730,35617,36359,35711,36590,35829,35480,35216
267,35983,37477,35730,35617,36359,35711,36590,35829,35480,35216
268,35983,37477,35730,35617,36359,35711,36590,35829,35480,35216
269,35983,37477,35730,35617,36359,35711,36590,35829,35480,35216
270,35983,37477,35730,35617,36359,35711,36590,35829,35480,35216
271,35983,37477,35730,35617,36359,35711,36590,35829,35480,35216
272,35983,37477,35730,35617,36359,35711,36590,35829,35480,35216
273,35983,37477,35730,35617,36359,35711,36590,35829,35480,35216
274,35983,37477,35730,35617,36359,35711,36590,35829,35480,35216
275,35983,37477,35730,35617,36359,35711,36590,35829,35480,35216
276,35983,37477,35730,35617,36359,35711,36590,35829,35480,35216
277,35983,37477,35730,35617,36359,35711,36590,35829,35480,35216
278,35983,37477,35730,35617,36359,35711,36590,35829,35480,35216
279,35983,37477,35730,35617,36359,35711,36590,35829,35480,35216
280,35983,37477,35730,35617,36359,35711,36590,35829,35480,35216
281,35983,37477,35730,35617,36359,35711,36590,35829,35480,35216
282,35983,37477,35730,35617,36359,35711,36590,35829,35480,35216
283,35983,37477,35730,35617,36359,35711,36590,35829,35480,35216
284,35983,37477,35730,35617,36359,35711,36590,35829,35480,35216
285,35983,37477,35730,35617,36359,35711,36590,35829,35480,35216
286,35983,37477,35730,35617,36359,35711,36590,35829,35480,35216
287,35983,37477,35730,35617,36359,35711,36590,35829,35480,35216
288,35983,37477,35730,35617,36359,35711,36590,35829,35480,35216
289,35983,37477,35730,35617,36359,35711,36590,35829,35480,35216
290,35983,37477,35730,35617,36359,35711,36590,35829,35480,35216
291,35983,37477,35730,35617,36359,35711,36590,35829,35480,35216
292,35983,37477,35730,35617,36359,35711,36590,35829,35480,35216
293,35983,37477,35730,35617,36359,35711,36590,35829,35480,35216
294,35983,37477,35730,35617,36359,35711,36590,35829,35480,35216
295,35983,37477,35730,35617,36359,35711,36590,35829,35480,35216
296,35983,37477,35730,35617,36359,35711,36590,35829,35480,35216
297,35983,37477,35730,35617,36359,35711,36590,35829,35480,35216
298,35983,37477,35730,35617,36359,35711,36590,35829,35480,35216
299,35983,37477,35730,35617,36359,35711,36590,35829,35480,35216
300,35983,37477,35730,35617,36359,35711,36590,35829,35480,35216
301,35983,37477,35730,35617,36359,35711,36590,35829,35480,35216
302,35983,37477,35730,35617,36359,35711,36590,35829,35480,35216
303,35983,37477,35730,35617,36359,35711,36590,35829,35480,35216
304,35983,37477,35730,35617,36359,35711,36590,35829,35480,35216
305,35983,37477,35730,35617,36359,35711,36590,35829,35480,35216
306,35983,37477,35730,35617,36359,35711,36590,35829,35480,35216
307,35983,37477,35730,35617,36359,35711,36590,35829,35480,35216
308,35983,37477,35730,35617,36359,35711,36590,35829,35480,35216
309,35983,37477,35730,35617,36359,35711,36590,35829,35480,35216
310,35983,37477,35730,35617,36359,35711,36590,35829,35480,35216
311,35983,37477,35730,35617,36359,35711,36590,35829,35480,35216
312,35983,37477,35730,35617,36359,35711,36590,35829,35480,35216
313,35983,37477,35730,35617,36359,35711,36590,35829,35480,35216
314,35983,37477,35730,35617,36359,35711,36590,35829,35480,35216
315,35983,37477,35730,35617,36359,35711,36590,35829,35480,35216
316,35983,37477,35730,35617,36359,35711,36590,35829,35480,35216
317,35983,37477,35730,35617,36359,35711,36590,35829,35480,35216
318,35983,37477,35730,35617,36359,35711,36590,35829,35480,35216
319,35983,37477,35730,35617,36359,35711,36590,35829,35480,35216
320,35983,37477,35730,35617,36359,35711,36590,35829,35480,35216
321,35983,37477,35730,35617,36359,35711,36590,35829,35480,35216
322,35983,37477,35730,35617,36359,35711,36590,35829,35480,35216
323,35983,37477,35730,35617,36359,35711,36590,35829,35480,35216
324,35983,37477,35730,35617,36359,35711,36590,35829,35480,35216
325,35983,37477,35730,35617,36359,35711,36590,35829,35480,35216
326,35983,37477,35730,35617,36359,35711,36590,35829,35480,35216
327,35983,37477,35730,35617,36359,35711,36590,35829,35480,35216
328,35983,37477,35730,35617,36359,35711,36590,35829,35480,35216
329,35983,37477,35730,35617,36359,35711,36590,35829,35480,35216
330,35983,37477,35730,35617,36359,35711,36590,35829,35480,35216
331,35983,37477,35730,35617,36359,35711,36590,35829,35480,35216
332,35983,37477,35730,35617,36359,35711,36590,35829,35480,35216
333,35983,37477,35730,35617,36359,35711,36590,35829,35480,35216
334,35983,37477,35730,35617,36359,35711,36590,35829,35480,35216
335,35983,37477,35730,35617,36359,35711,36590,35829,35480,35216
336,35983,37477,35730,35617,36359,35711,36590,35829,35480,35216
337,35983,37477,35730,35617,36359,35711,36590,35829,35480,35216
338,35983,37477,35730,35617,36359,35711,36590,35829,35480,35216
339,35983,37477,35730,35617,36359,35711,36590,35829,35480,35216
340,35983,37477,35730,35617,36359,35711,36590,35829,35480,35216
341,35983,37477,35730,35617,36359,35711,36590,35829,35480,35216
342,35983,37477,35730,35617,36359,35711,36590,35829,35480,35216
343,35983,37477,35730,35617,36359,35711,36590,35829,35480,35216
344,35983,37477,35730,35617,36359,35711,36590,35829,35480,35216
345,35983,37477,35730,35617,36359,35711,36590,35829,35480,35216
346,35983,37477,35730,35617,36359,35711,36590,35829,35480,35216
347,35983,37477,35730,35617,36359,35711,36590,35829,35480,35216
348,35983,37477,35730,35617,36359,35711,36590,35829,35480,35216
349,35983,37477,35730,35617,36359,35711,36590,35829,35480,35216
350,35983,37477,35730,35617,36359,35711,36590,35829,35480,35216
351,35983,37477,35730,35617,36359,35711,36590,35829,35480,35216
352,35983,37477,35730,35617,36359,35711,36590,35829,35480,35216
353,35983,37477,35730,35617,36359,35711,36590,35829,35480,35216
354,35983,37477,35730,35617,36359,35711,36590,35829,35480,35216
355,35983,37477,35730,35617,36359,35711,36590,35829,35480,35216
356,35983,37477,35730,35617,36359,35711,36590,35829,35480,35216
357,35983,37477,35730,35617,36359,35711,36590,35829,35480,35216
358,35983,37477,35730,35617,36359,35711,36590,35829,35480,35216
359,35983,37477,35730,35617,36359,35711,36590,35829,35480,35216
360,35983,37477,35730,35617,36359,35711,36590,35829,35480,35216
361,35983,37477,35730,35617,36359,35711,36590,35829,35480,35216
362,35983,37477,35730,35617,36359,35711,36590,35829,35480,35216
363,35983,37477,35730,35617,36359,35711,36590,35829,35480,35216
364,35983,37477,35730,35617,36359,35711,36590,35829,35480,35216
365,35983,37477,35730,35617,36359,35711,36590,35829,35480,35216
366,35983,37477,35730,35617,36359,35711,36590,35829,35480,35216
367,35983,37477,35730,35617,36359,35711,36590,35829,35480,35216
368,35983,37477,35730,35617,36359,35711,36590,35829,35480,35216
369,35983,37477,35730,35617,36359,35711,36590,35829,35480,35216
370,35983,37477,35730,35617,36359,35711,36590,35829,35480,35216
371,35983,37477,35730,35617,36359,35711,36590,35829,35480,35216
372,35983,37477,35730,35617,36359,35711,36590,35829,35480,35216
373,35983,37477,35730,35617,36359,35711,36590,35829,35480,35216
374,35983,37477,35730,35617,36359,35711,36590,35829,35480,35216
375,35983,37477,35730,35617,36359,35711,36590,35829,35480,35216
376,35983,37477,35730,35617,36359,35711,36590,35829,35480,35216
377,35983,37477,35730,35617,36359,35711,36590,35829,35480,35216
378,35983,37477,35730,35617,36359,35711,36590,35829,35480,35216
379,35983,37477,35730,35617,36359,35711,36590,35829,35480,35216
380,35983,37477,35730,35617,36359,35711,36590,35829,35480,35216
381,35983,37477,35730,35617,36359,35711,36590,35829,35480,35216
382,35983,37477,35730,35617,36359,35711,36590,35829,35480,35216
383,35983,37477,35730,35617,36359,35711,36590,35829,35480,35216
384,35983,37477,35730,35617,36359,35711,36590,35829,35480,35216
385,35983,37477,35730,35617,36359,35711,36590,35829,35480,35216
386,35983,37477,35730,35617,36359,35711,36590,35829,35480,35216
387,35983,37477,35730,35617,36359,35711,36590,35829,35480,35216
388,35983,37477,35730,35617,36359,35711,36590,35829,35480,35216
389,35983,37477,35730,35617,36359,35711,36590,35829,35480,35216
390,35983,37477,35730,35617,36359,35711,36590,35829,35480,35216
391,35983,37477,35730,35617,36359,35711,36590,35829,35480,35216
392,35983,37477,35730,35617,36359,35711,36590,35829,35480,35216
393,35983,37477,35730,35617,36359,35711,36590,35829,35480,35216
394,35983,37477,35730,35617,36359,35711,36590,35829,35480,35216
395,35983,37477,35730,35617,36359,35711,36590,35829,35480,35216
396,35983,37477,35730,35617,36359,35711,36590,35829,35480,35216
397,35983,37477,35730,35617,36359,35711,36590,35829,35480,35216
398,35983,37477,35730,35617,36359,35711,36590,35829,35480,35216
399,35983,37477,35730,35617,36359,35711,36590,35829,35480,35216
400,35983,37477,35730,35617,36359,35711,36590,35829,35480,35216
401,35983,37477,35730,35617,36359,35711,36590,35829,35480,35216
402,35983,37477,35730,35617,36359,35711,36590,35829,35480,35216
403,35983,37477,35730,35617,36359,35711,36590,35829,35480,35216
404,35983,37477,35730,35617,36359,35711,36590,35829,35480,35216
405,35983,37477,35730,35617,36359,35711,36590,35829,35480,35216
406,35983,37477,35730,35617,36359,35711,36590,35829,35480,35216
407,35983,37477,35730,35617,36359,35711,36590,35829,35480,35216
408,35983,37477,35730,35617,36359,35711,36590,35829,35480,35216
409,35983,37477,35730,35617,36359,35711,36590,35829,35480,35216
410,35983,37477,35730,35617,36359,35711,36590,35829,35480,35216
411,35983,37477,35730,35617,36359,35711,36590,35829,35480,35216
412,35983,37477,35730,35617,36359,35711,36590,35829,35480,35216
413,35983,37477,35730,35617,36359,35711,36590,35829,35480,35216
414,35983,37477,35730,35617,36359,35711,36590,35829,35480,35216
415,35983,37477,35730,35617,36359,35711,36590,35829,35480,35216
416,35983,37477,35730,35617,36359,35711,36590,35829,35480,35216
417,35983,37477,35730,35617,36359,35711,36590,35829,35480,35216
418,35983,37477,35730,35617,36359,35711,36590,35829,35480,35216
419,35983,37477,35730,35617,36359,35711,36590,35829,35480,35216
420,35983,37477,35730,35617,36359,35711,36590,35829,35480,35216
421,35983,37477,35730,35617,36359,35711,36590,35829,35480,35216
422,35983,37477,35730,35617,36359,35711,36590,35829,35480,35216
423,35983,37477,35730,35617,36359,35711,36590,35829,35480,35216
424,35983,37477,35730,35617,36359,35711,36590,35829,35480,35216
425,35983,37477,35730,35617,36359,35711,36590,35829,35480,35216
426,35983,37477,35730,35617,36359,35711,36590,35829,35480,35216
427,35983,37477,35730,35617,36359,35711,36590,35829,35480,35216
428,35983,37477,35730,35617,36359,35711,36590,35829,35480,35216
429,35983,37477,35730,35617,36359,35711,36590,35829,35480,35216
430,35983,37477,35730,35617,36359,35711,36590,35829,35480,35216
431,35983,37477,35730,35617,36359,35711,36590,35829,35480,35216
432,35983,37477,35730,35617,36359,35711,36590,35829,35480,35216
433,35983,37477,35730,35617,36359,35711,36590,35829,35480,35216
