avaliacao,ex1,ex2,ex3,ex4,ex5,ex6,ex7,ex8,ex9,ex10
1802,42719,42156,41939,42053,41808,41804,41731,42655,42113,41938
1803,42719,42156,41939,42053,41808,41804,41731,42655,42113,41938
1804,42719,42156,41939,42053,41808,41875,41731,42655,42113,41938
1805,42719,42156,41939,42053,41808,41875,41731,42655,42113,41938
1806,42719,42156,41939,42053,41808,41875,41731,42655,42113,41938
1807,42719,42156,41939,42053,41808,41875,41731,42655,42113,41938
1808,42719,42156,41939,42053,41808,41875,41731,42655,42113,41938
1809,42719,42156,41939,42053,41808,41875,41731,42655,42113,41938
1810,42719,42156,41939,42053,41808,41875,41731,42655,42113,41938
1811,42719,42156,41939,42053,41808,41875,41731,42655,42113,41938
1812,42719,42156,41939,42053,41808,41875,41731,42655,42113,41938
1813,42719,42156,41971,42053,41808,41875,41731,42655,42113,41938
1814,42719,42156,41971,42053,41808,41875,41731,42655,42113,41938
1815,42719,42156,41971,42053,41808,41875,41731,42655,42113,41938
1816,42719,42156,41971,42053,41808,41875,41731,42655,42113,41938
1817,42719,42156,41971,42053,41808,41875,41731,42655,42113,41938
1818,42719,42156,41971,42053,41808,41875,41731,42655,42113,41938
1819,42719,42156,41971,42053,41808,41875,41731,42655,42113,41938
1820,42719,42156,41971,42053,41808,41875,41731,42655,42113,41938
1821,42719,42156,41971,42053,41808,41875,41731,42655,42113,41938
1822,42719,42156,41971,42053,41808,41875,41731,42655,42113,41938
1823,42719,42156,41971,42053,41808,41875,41731,42655,42113,41938
1824,42719,42156,41971,42053,41808,41875,41731,42655,42113,41938
1825,42719,42156,41971,42053,41808,41875,41731,42655,42113,41938
1826,42719,42156,41971,42053,41808,41875,41731,42655,42113,41938
1827,42719,42156,41971,42053,41808,41875,41731,42655,42113,41938
1828,42719,42156,41971,42053,41808,41875,41731,42655,42113,41938
1829,42719,42156,41971,42053,41808,41875,41731,42655,42113,41938
1830,42719,42156,41971,42053,41808,41875,41731,42655,42113,41938
1831,42719,42156,41971,42053,41808,41875,41731,42655,42113,41938
1832,42719,42156,41971,42053,41808,41875,41731,42655,42113,41938
1833,42719,42156,41971,42053,41808,41875,41731,42655,42113,41938
1834,42719,42156,41971,42053,41808,41875,41731,42655,42113,41938
1835,42719,42156,41971,42053,41808,41875,41731,42655,42113,41938
1836,42719,42156,41971,42053,41808,41875,41731,42655,42113,41938
1837,42719,42156,41971,42053,41808,41875,41731,42655,42113,41938
1838,42719,42156,41971,42053,41808,41875,41731,42655,42113,41938
1839,42719,42156,41971,42053,41808,41875,41731,42655,42113,41938
1840,42719,42156,41971,42053,41808,41875,41731,42655,42113,41938
1841,42719,42156,41971,42053,41808,41875,41731,42655,42113,41938
1842,42719,42156,41971,42053,41808,41875,41731,42655,42113,41938
1843,42719,42156,41971,42053,41808,41875,41731,42655,42113,41938
1844,42719,42156,41971,42053,41808,41875,41731,42655,42113,41938
1845,42719,42156,41971,42053,41808,41875,41731,42655,42113,41938
1846,42719,42156,41971,42053,41808,41875,41731,42655,42113,41938
1847,42719,42156,41971,42053,41808,41875,41731,42655,42113,41938
1848,42719,42156,41971,42053,41808,41875,41731,42655,42113,41938
1849,42719,42156,41971,42053,41808,41875,41731,42655,42113,41938
1850,42719,42156,41971,42053,41808,41875,41731,42655,42113,41938
1851,42719,42156,41971,42053,41808,41875,41731,42655,42113,41938
1852,42719,42156,41971,42053,41808,41875,41731,42655,42113,41971
1853,42719,42156,41971,42053,41808,41875,41731,42655,42113,41971
1854,42719,42156,41971,42053,41808,41875,41731,42655,42113,41971
1855,42719,42156,41971,42053,41808,41875,41731,42655,42113,41971
1856,42719,42156,41971,42053,41808,41875,41731,42655,42113,41971
1857,42719,42156,41971,42053,41808,41875,41731,42655,42113,41971
1858,42719,42156,41971,42053,41808,41875,41731,42655,42113,41971
1859,42719,42156,41971,42053,41808,41875,41731,42655,42113,41971
1860,42719,42156,41971,42053,41808,41875,41731,42655,42113,41971
1861,42719,42156,41971,42053,41808,41875,41731,42655,42113,41971
1862,42719,42156,41971,42053,41808,41875,41731,42655,42113,41971
1863,42719,42156,41971,42053,41808,41875,41731,42655,42113,41971
1864,42719,42156,41971,42053,41808,41875,41731,42655,42113,41971
1865,42719,42156,41971,42053,41808,41875,41731,42655,42113,41971
1866,42719,42156,41971,42053,41808,41875,41731,42655,42113,41971
1867,42719,42156,41971,42053,41808,41875,41731,42655,42113,41971
1868,42719,42156,41971,42053,41808,41875,41731,42655,42113,41971
1869,42719,42156,41971,42053,41808,41875,41731,42655,42113,41971
1870,42719,42156,41971,42053,41808,41875,41731,42655,42113,41971
1871,42719,42156,41971,42053,41808,41875,41731,42655,42113,41971
1872,42719,42156,41971,42053,41808,41875,41731,42655,42113,41971
1873,42719,42156,41971,42053,41808,41875,41731,42655,42113,41971
1874,42719,42156,41971,42053,41808,41875,41731,42655,42113,41971
1875,42719,42156,41971,42053,41808,41875,41731,42655,42304,41971
1876,42719,42156,41971,42053,41808,41875,41731,42655,42304,41971
1877,42719,42156,41971,42053,41808,41875,41731,42655,42304,41971
1878,42719,42156,41971,42053,41808,41875,41731,42655,42304,41971
1879,42719,42156,41971,42053,41808,41875,41731,42655,42304,42216
1880,42719,42156,41971,42053,41808,41875,41731,42655,42304,42216
1881,42719,42156,41971,42053,41808,41875,41731,42655,42304,42216
1882,42719,42156,41971,42053,41808,41875,41731,42655,42304,42216
1883,42719,42156,41971,42053,41808,41875,41731,42655,42304,42216
1884,42719,42156,41971,42053,41808,41875,41731,42655,42304,42216
1885,42719,42156,41971,42053,41808,41875,41731,42655,42304,42216
1886,42719,42156,41971,42053,41808,41875,41731,42655,42304,42424
1887,42719,42156,41971,42053,41808,41875,41731,42655,42304,42424
1888,42719,42156,41971,42053,41808,41875,41731,42655,42304,42424
1889,42719,42156,41971,42053,41808,41875,41731,42655,42304,42424
1890,42719,42156,41971,42053,41808,41875,41731,42655,42304,42424
1891,42719,42156,41971,42053,41808,41875,41731,42655,42304,42424
1892,42719,42156,41971,42053,41808,41875,41731,42655,42304,42424
1893,42719,42156,41971,42053,41808,41875,41731,42655,42304,42424
1894,42719,42156,41971,42053,41808,41875,41731,42655,42304,42424
1895,42719,42156,41971,42053,41808,41875,41731,42655,42304,42424
1896,42719,42156,41971,42053,41808,41875,41731,42655,42304,42424
1897,42719,42156,41971,42053,41808,41875,41731,42655,42304,42424
1898,42719,42156,41971,42053,41808,41875,41731,42655,42304,42424
1899,42719,42156,41971,42053,41808,41875,41731,42655,42304,42424
1900,42719,42156,41971,42053,41808,41875,41731,42655,42304,42424
1901,42719,42156,41971,42053,41808,41875,41731,42655,42304,42424
1902,42719,42156,41971,42053,41808,41875,41731,42655,42304,42424
1903,42719,42156,41971,42053,41808,41875,41731,42655,42304,42424
1904,42799,42156,41971,42053,41808,41875,41731,42655,42304,42424
1905,42799,42156,41971,42053,41808,41875,41731,42655,42304,42424
1906,42799,42156,41971,42053,41808,41875,41731,42655,42304,42424
1907,42799,42156,41971,42053,41808,41875,41731,42655,42304,42424
1908,42799,42156,41971,42053,41808,41875,41731,42655,42304,42424
1909,42799,42156,41971,42053,41808,41875,41731,42655,42304,42424
1910,42799,42156,41971,42053,41808,41875,41731,42655,42304,42424
1911,42799,42156,41971,42053,41808,41875,41731,42655,42304,42424
1912,42799,42156,41971,42053,41808,41875,41731,42655,42304,42424
1913,42799,42156,41971,42053,41808,41875,41731,42655,42304,42424
1914,42799,42156,41971,42053,41808,41875,41731,42655,42304,42424
1915,42799,42156,41971,42053,41808,41875,41731,42655,42304,42424
1916,42799,42156,41971,42053,41808,41875,41731,42655,42304,42424
1917,42799,42156,41971,42053,41808,41875,41731,42655,42304,42424
1918,42799,42156,41971,42053,41808,41875,41731,42655,42304,42424
1919,42799,42156,41971,42053,41808,41875,41731,42655,42304,42424
1920,42799,42156,41971,42053,41808,41875,41731,42655,42304,42424
1921,42799,42156,41971,42053,41808,41875,41731,42655,42304,42424
1922,42799,42156,42228,42053,41808,41875,41731,42655,42304,42424
1923,42799,42156,42228,42053,41808,41875,41731,42655,42304,42424
1924,42799,42156,42228,42053,41808,41875,41731,42655,42304,42424
1925,42799,42156,42228,42053,41808,41875,41731,42655,42304,42424
1926,42799,42156,42228,42053,41808,41875,41731,42655,42304,42424
1927,42799,42156,42228,42053,41808,41875,41731,42655,42304,42424
1928,42799,42156,42228,42053,41808,41875,41731,42655,42304,42424
1929,42799,42156,42228,42053,41808,41875,41731,42655,42304,42424
1930,42799,42156,42228,42053,41808,41875,41731,42655,42304,42424
1931,42799,42156,42228,42053,41808,41875,41731,42655,42304,42424
1932,42799,42156,42228,42053,41808,41965,41731,42655,42304,42424
1933,42799,42156,42228,42053,41808,41965,41731,42655,42304,42424
1934,42799,42156,42228,42053,41808,41965,41731,42655,42304,42424
1935,42799,42156,42228,42053,41808,41965,41731,42655,42304,42424
1936,42799,42156,42228,42053,41808,41965,41731,42770,42304,42424
1937,42799,42156,42228,42053,41808,41965,41731,42770,42304,42424
1938,42799,42156,42228,42053,41808,41965,41731,42770,42304,42424
1939,42799,42156,42228,42053,41808,41965,41731,42770,42304,42424
1940,42799,42156,42228,42053,41808,41965,41731,42770,42304,42424
1941,42799,42156,42228,42053,41808,41965,41731,42770,42304,42424
1942,42799,42156,42228,42053,41808,41965,41731,42770,42304,42424
1943,42799,42156,42228,42053,41808,41965,41731,42770,42304,42424
1944,42799,42156,42228,42053,41808,41965,41731,42770,42304,42424
1945,42799,42156,42228,42053,41808,41965,42079,42770,42304,42424
1946,42799,42156,42228,42053,41808,41965,42079,42770,42304,42424
1947,42799,42156,42228,42053,41808,41965,42079,42770,42304,42424
1948,42799,42156,42228,42053,41808,41965,42079,42770,42304,42424
1949,42799,42156,42228,42053,41808,41965,42079,42770,42304,42424
1950,42799,42156,42228,42053,41808,41965,42079,42770,42304,42424
1951,42799,42156,42228,42053,41808,41965,42079,42770,42304,42424
1952,42799,42156,42228,42053,41808,41965,42079,42770,42304,42424
1953,42799,42156,42228,42053,41808,41965,42079,42770,42304,42424
1954,42799,42156,42228,42053,41808,41965,42079,42770,42304,42424
1955,42799,42156,42228,42053,41808,41965,42079,42770,42304,42424
1956,42799,42156,42228,42053,41808,41965,42079,42770,42304,42424
1957,42799,42156,42228,42053,41808,41965,42079,42770,42304,42424
1958,42799,42156,42228,42053,41808,41965,42079,42770,42304,42424
1959,42799,42156,42228,42053,41808,41965,42079,42770,42304,42424
1960,42799,42156,42228,42053,41808,41965,42079,42770,42304,42424
1961,42799,42156,42228,42053,41808,41965,42079,42770,42304,42424
1962,42799,42156,42228,42053,41808,41965,42079,42770,42304,42424
1963,42799,42156,42228,42053,41808,41965,42079,42770,42304,42424
1964,42799,42156,42228,42053,41808,41965,42079,42770,42304,42424
1965,42799,42156,42228,42053,41808,41965,42079,42770,42304,42424
1966,42799,42156,42228,42053,41808,41965,42079,42770,42304,42424
1967,42799,42156,42228,42053,41808,41965,42079,42770,42304,42424
1968,42799,42156,42228,42053,41808,41965,42079,42770,42304,42424
1969,42799,42156,42228,42053,41808,41965,42079,42770,42304,42424
1970,42799,42156,42228,42053,41808,41965,42079,42770,42304,42424
1971,42799,42156,42228,42053,41808,41965,42079,42770,42304,42424
1972,42799,42156,42228,42053,41808,41965,42079,42770,42304,42424
1973,42799,42156,42228,42053,41808,41965,42079,42770,42304,42424
1974,42799,42156,42228,42053,41808,41965,42079,42770,42304,42424
1975,42799,42156,42228,42053,41808,41965,42079,42770,42304,42424
1976,42799,42156,42228,42053,41808,41965,42079,42770,42304,42424
1977,42799,42156,42228,42053,41808,41965,42079,42770,42304,42424
1978,42799,42156,42228,42053,41808,41965,42079,42770,42304,42424
1979,42799,42156,42228,42053,41808,41965,42079,42770,42304,42424
1980,42799,42156,42228,42053,41808,41965,42079,42770,42304,42424
1981,42799,42156,42228,42053,41808,41965,42079,42770,42304,42424
1982,42799,42156,42228,42053,41808,41965,42079,42770,42304,42424
1983,42799,42156,42228,42053,41808,41965,42079,42770,42304,42424
1984,42799,42156,42228,42053,41808,41965,42079,42770,42304,42424
1985,42799,42156,42228,42053,41808,41965,42079,42770,42304,42424
1986,42799,42156,42228,42053,41808,41965,42079,42770,42304,42424
1987,42799,42156,42228,42053,41808,41965,42079,42770,42304,42424
1988,42799,42156,42228,42053,41808,41965,42079,42770,42304,42424
1989,42799,42156,42228,42053,41808,41965,42079,42770,42304,42424
1990,42799,42156,42228,42053,41808,41965,42079,42770,42304,42424
1991,42799,42156,42228,42053,41859,41965,42079,42770,42304,42424
1992,42799,42156,42228,42053,41859,41965,42079,42770,42304,42424
1993,42799,42156,42228,42053,41859,41965,42079,42770,42304,42424
1994,42799,42156,42228,42053,41859,41965,42079,42770,42304,42424
1995,42799,42156,42228,42053,41859,41965,42079,42770,42304,42424
1996,42799,42156,42228,42053,41859,42025,42079,42770,42304,42424
1997,42799,42156,42228,42053,41859,42025,42079,42770,42304,42424
1998,42799,42156,42228,42053,41859,42025,42079,42770,42304,42424
1999,42799,42156,42228,42053,41859,42025,42079,42770,42304,42424
2000,42799,42156,42228,42053,41859,42025,42079,42770,42304,42424
2001,42799,42156,42228,42053,41859,42025,42079,42770,42304,42424
2002,42799,42156,42228,42053,41859,42025,42079,42770,42304,42424
2003,42799,42156,42228,42053,41859,42025,42079,42770,42304,42424
2004,42799,42156,42228,42053,41859,42025,42079,42770,42304,42424
2005,42799,42156,42228,42053,41859,42025,42079,42770,42304,42424
2006,42799,42156,42228,42053,41859,42025,42079,42770,42304,42424
2007,42799,42156,42228,42053,41859,42025,42079,42770,42304,42424
2008,42799,42156,42228,42053,41859,42025,42079,42770,42304,42424
2009,42799,42156,42228,42053,41859,42025,42079,42770,42304,42424
2010,42799,42156,42228,42053,41859,42025,42079,42770,42304,42424
2011,42799,42156,42228,42053,41859,42025,42079,42770,42304,42424
2012,42799,42156,42228,42053,41859,42025,42079,42770,42304,42424
2013,42799,42156,42463,42053,41859,42025,42079,42770,42304,42424
2014,42799,42156,42463,42053,41859,42025,42079,42770,42304,42424
2015,42799,42156,42463,42053,41859,42025,42079,42770,42304,42424
2016,42799,42156,42463,42053,41859,42025,42079,42770,42304,42424
2017,42799,42156,42463,42053,41859,42025,42079,42770,42304,42424
2018,42799,42156,42463,42053,41859,42025,42079,42770,42304,42424
2019,42799,42156,42463,42053,41859,42025,42079,42770,42304,42424
2020,42799,42156,42463,42053,41859,42025,42079,42770,42304,42424
2021,42799,42156,42463,42053,41859,42025,42079,42770,42304,42424
2022,42799,42156,42463,42053,41859,42025,42079,42770,42304,42424
2023,42799,42156,42463,42053,41859,42025,42079,42770,42304,42424
2024,42799,42156,42463,42053,41859,42025,42079,42770,42304,42424
2025,42799,42156,42463,42053,41859,42025,42079,42770,42304,42424
2026,42799,42156,42463,42053,41859,42025,42079,42770,42304,42424
2027,42799,42156,42463,42053,41859,42025,42079,42770,42304,42424
2028,43475,42156,42463,42053,41859,42025,42079,42770,42304,42424
2029,43475,42156,42463,42053,41859,42025,42079,42770,42304,42424
2030,43475,42156,42463,42053,41859,42025,42079,42770,42304,42424
2031,43475,42156,42463,42053,41859,42025,42079,42770,42304,42424
2032,43475,42156,42463,42053,41859,42025,42079,42770,42304,42424
2033,43475,42156,42463,42053,41859,42025,42079,42770,42304,42424
2034,43475,42156,42463,42053,41859,42025,42079,42770,42304,42424
2035,43475,42156,42463,42053,41859,42025,42079,42770,42304,42424
2036,43475,42156,42463,42053,41859,42025,42079,42770,42304,42424
2037,43475,42156,42463,42053,41859,42025,42079,42770,42304,42424
2038,43475,42156,42463,42053,41859,42025,42079,42770,42304,42424
2039,43475,42156,42463,42053,41859,42025,42079,42770,42304,42424
2040,43475,42156,42463,42053,41859,42025,42079,42770,42304,42424
2041,43475,42156,42463,42053,41859,42025,42079,42770,42304,42424
2042,43475,42156,42463,42053,41859,42025,42079,42770,42304,42424
2043,43475,42156,42463,42053,41859,42025,42079,42770,42304,42424
2044,43475,42156,42463,42053,41859,42025,42079,42770,42304,42424
2045,43475,42156,42463,42053,41859,42025,42079,42770,42304,42424
2046,43475,42156,42463,42053,41859,42025,42079,42770,42304,42424
2047,43475,42156,42463,42053,41859,42025,42079,42770,42304,42424
2048,43475,42156,42463,42053,41859,42025,42079,42770,42304,42424
2049,43475,42156,42463,42053,41859,42025,42079,42770,42304,42424
2050,43475,42156,42463,42053,41859,42025,42079,42770,42304,42424
2051,43475,42156,42463,42053,41859,42025,42079,42770,42304,42424
2052,43475,42156,42463,42053,41859,42025,42079,42770,42304,42424
2053,43475,42156,42463,42053,41859,42025,42079,42770,42304,42424
2054,43475,42156,42463,42053,41859,42025,42079,42770,42304,42424
2055,43475,42156,42463,42053,41859,42025,42079,42770,42304,42424
2056,43475,42156,42463,42053,41859,42025,42079,42770,42304,42424
2057,43475,42156,42463,42053,41859,42025,42079,42770,42304,42424
2058,43475,42156,42463,42053,41859,42025,42079,42770,42304,42424
2059,43475,42156,42463,42053,41859,42025,42079,42770,42304,42424
2060,43475,42156,42463,42053,41859,42025,42079,42770,42304,42424
2061,43475,42156,42463,42053,41859,42025,42079,42770,42304,42424
2062,43475,42156,42463,42053,41859,42025,42079,42770,42304,42424
2063,43475,42156,42463,42053,41859,42025,42079,42770,42304,42424
2064,43475,42156,42463,42053,41859,42025,42079,42770,42304,42424
2065,43475,42156,42463,42053,41859,42025,42079,42770,42304,42424
2066,43475,42156,42463,42053,41859,42025,42079,42770,42304,42424
2067,43475,42156,42463,42053,41859,42025,42079,42770,42304,42424
2068,43475,42156,42463,42053,41859,42025,42079,42770,42304,42424
2069,43475,42156,42463,42053,41859,42025,42079,42770,42304,42424
2070,43475,42156,42463,42053,41859,42025,42079,42770,42304,42424
2071,43475,42156,42463,42053,41859,42025,42079,42770,42304,42424
2072,43475,42156,42463,42053,41859,42633,42079,42770,42304,42424
2073,43475,42156,42463,42053,41859,42633,42079,42770,42304,42424
2074,43475,42156,42463,42053,41859,42633,42079,42770,42304,42424
2075,43475,42156,42463,42053,41859,42633,42079,42770,42304,42424
2076,43475,42156,42463,42053,41859,42633,42079,42770,42304,42424
2077,43475,42156,42463,42053,41859,42633,42079,42770,42304,42431
2078,43475,42156,42463,42053,41859,42633,42079,42770,42304,42431
2079,43475,42156,42463,42053,41859,42633,42079,42770,42304,42431
2080,43475,42156,42463,42053,41859,42633,42079,42770,42304,42431
2081,43475,42156,42463,42053,41859,42633,42079,42770,42304,42431
2082,43475,42156,42463,42053,41859,42633,42079,42770,42304,42431
2083,43475,42156,42463,42053,41859,42633,42079,42770,42304,42431
2084,43475,42156,42463,42053,41859,42633,42079,42770,42304,42431
2085,43475,42156,42463,42053,41859,42633,42079,42770,42304,42431
2086,43475,42156,42463,42053,41859,42633,42079,42770,42304,42431
2087,43475,42156,42463,42053,41859,42633,42079,42770,42304,42431
2088,43475,42156,42463,42053,41859,42633,42079,42770,42304,42431
2089,43475,42156,42463,42053,41859,42633,42079,42770,42304,42431
2090,43475,42156,42463,42053,41859,42633,42079,42770,42304,42431
2091,43475,42156,42463,42053,41859,42633,42079,42770,42304,42431
2092,43475,42156,42463,42053,41859,42633,42079,42770,42304,42431
2093,43475,42156,42463,42053,41859,42633,42079,42770,42304,42431
2094,43475,42156,42463,42053,41859,42633,42079,42770,42304,42431
2095,43475,42156,42463,42053,41859,42633,42079,42770,42304,42431
2096,43475,42156,42463,42053,41859,42633,42079,42770,42304,42431
2097,43475,42156,42463,42053,41859,42633,42079,42770,42304,42431
2098,43475,42156,42963,42053,41859,42633,42079,42770,42304,42431
2099,43475,42156,42963,42053,41859,42633,42079,42770,42304,42431
2100,43475,42156,42963,42053,41859,42633,42079,42770,42304,42431
2101,43475,42156,42963,42053,41859,42633,42079,42770,42304,42431
2102,43475,42156,42963,42053,41859,42633,42079,42770,42304,42431
2103,43475,42156,42963,42053,41859,42633,42079,42770,42304,42431
2104,43475,42156,42963,42053,41859,42633,42079,42770,42304,42431
2105,43475,42156,42963,42053,41859,42633,42079,42770,42304,42431
2106,43475,42156,42963,42053,41859,42633,42079,42770,42304,42431
2107,43475,42156,42963,42053,41859,42633,42079,42770,42304,42431
2108,43475,42156,42963,42053,41859,42633,42079,42770,42304,42431
2109,43475,42156,42963,42053,41859,42633,42079,42770,42304,42431
2110,43475,42156,42963,42053,41859,42633,42079,42770,42304,42431
2111,43475,42156,42963,42053,41859,42633,42079,42770,42304,42431
2112,43475,42156,42963,42053,41859,42633,42079,42770,42326,42431
2113,43475,42156,42963,42053,41859,42633,42079,42770,42326,42431
2114,43475,42156,42963,42053,41859,42633,42079,42770,42326,42431
2115,43475,42156,42963,42053,41859,42633,42079,42770,42326,42431
2116,43475,42156,42963,42053,41859,42633,42079,42770,42326,42431
2117,43475,42156,42963,42053,41859,42633,42079,42770,42326,42431
2118,43475,42156,42963,42053,41859,42633,42079,42770,42326,42431
2119,43475,42156,42963,42053,41859,42633,42079,42770,42326,42431
2120,43475,42156,42963,42053,41859,42633,42079,42770,42326,42770
2121,43475,42156,42963,42053,41859,42633,42079,42770,42326,42770
2122,43475,42156,42963,42053,41859,42633,42079,42770,42326,42770
2123,43475,42156,42963,42053,41859,42633,42079,42770,42326,42770
2124,43475,42156,42963,42053,41859,42633,42079,42770,42326,42770
2125,43475,42156,42963,42053,41859,42633,42079,42770,42326,42770
2126,43475,42156,42963,42053,41859,42633,42079,42770,42326,42770
2127,43475,42156,42963,42053,41859,42633,42079,42770,42326,42770
2128,43475,42156,42963,42053,41908,42633,42079,42770,42326,42770
2129,43475,42156,42963,42053,41908,42633,42079,42770,42326,42770
2130,43475,42156,42963,42053,41908,42633,42079,42770,42326,42770
2131,43475,42156,42963,42053,41908,42633,42079,42770,42326,42770
2132,43475,42156,42963,42053,41908,42633,42079,42770,42326,42770
2133,43475,42156,42963,42053,41908,42633,42079,42770,42326,42770
2134,43475,42156,42963,42053,41908,42633,42079,42770,42326,42770
2135,43475,42156,42963,42053,41908,42633,42079,42770,42326,42770
2136,43475,42156,42963,42053,41908,42633,42079,42770,42326,42770
2137,43475,42156,42963,42053,41908,42633,42079,42770,42326,42770
2138,43475,42156,42963,42053,41908,42633,42079,42770,42326,42770
2139,43475,42156,42963,42053,41908,42633,42079,42770,42326,42770
2140,43475,42156,42963,42053,41908,42633,42079,42770,42326,42770
2141,43475,42156,42963,42053,41908,42633,42079,42770,42326,42770
2142,43475,42156,42963,42053,41908,42633,42079,42770,42326,42770
2143,43475,42156,42963,42053,41908,42633,42079,42770,42326,42770
2144,43475,42156,42963,42053,41908,42633,42079,42770,42326,42770
2145,43475,42156,42963,42053,41908,42633,42079,42770,42326,42770
2146,43475,42156,42963,42053,41908,42633,42079,42770,42326,42770
2147,43475,42156,42963,42053,41908,42633,42079,42770,42326,42770
2148,43475,42156,42963,42053,41908,42633,42079,42770,42326,42770
2149,43475,42156,42963,42053,41908,42633,42079,42770,42326,42770
2150,43475,42156,42963,42053,41908,42633,42079,42770,42326,42770
2151,43475,42156,42963,42053,41908,42633,42079,42770,42326,42770
2152,43475,42156,42963,42053,41908,42633,42079,42890,42326,42770
2153,43475,42156,42963,42053,41908,42633,42079,42890,42326,42770
2154,43475,42156,42963,42053,41908,42633,42079,42890,42326,42770
2155,43475,42156,42963,42053,41908,42633,42079,42890,42326,42770
2156,43475,42156,42963,42053,41908,42633,42079,42890,42326,42770
2157,43475,42156,42963,42053,41908,42633,42079,42890,42326,42770
2158,43475,42156,42963,42053,41908,42633,42079,42890,42326,42770
2159,43475,42156,42963,42053,41908,42633,42079,42890,42326,42770
2160,43475,42156,42963,42053,41908,42633,42079,42890,42326,42770
2161,43475,42156,42963,42053,41908,42633,42079,42890,42326,42770
2162,43475,42156,42963,42053,41908,42633,42079,42890,42326,42770
2163,43475,42156,42963,42053,41908,42633,42079,42890,42326,42770
2164,43475,42156,42963,42053,41908,42633,42079,42890,42326,42770
2165,43475,42156,42963,42053,41908,42633,42079,42890,42326,42770
2166,43475,42156,42963,42053,41908,42633,42079,42890,42326,42770
2167,43475,42156,42963,42053,41908,42633,42079,42890,42326,42770
2168,43475,42156,42963,42053,41908,42633,42079,42890,42366,42770
2169,43475,42156,42963,42053,42262,42633,42079,42890,42366,42770
2170,43475,42156,42963,42053,42262,42633,42079,42890,42366,42770
2171,43475,42156,42963,42053,42262,42633,42079,42890,42366,42770
2172,43475,42156,42963,42053,42262,42633,42079,42890,42366,42770
2173,43475,42156,42963,42053,42262,42633,42079,42890,42366,42770
2174,43475,42156,42963,42053,42262,42633,42079,42890,42366,42770
2175,43475,42156,42963,42053,42262,42633,42079,42890,42366,42770
2176,43475,42156,42963,42053,42262,42633,42079,42890,42366,42770
2177,43475,42156,42963,42053,42262,42633,42079,42890,42366,42770
2178,43475,42156,42963,42053,42262,42633,42079,42890,42579,42770
2179,43475,42156,42963,42053,42262,42633,42079,42890,42579,42770
2180,43475,42156,42963,42053,42262,42633,42079,42890,42579,42770
2181,43475,42156,42963,42053,42262,42633,42079,42890,42579,42770
2182,43475,42156,42963,42053,42262,42633,42079,42890,42579,42770
2183,43475,42156,42963,42053,42262,42633,42079,42890,42579,42770
2184,43475,42156,42963,42053,42262,42633,42079,42890,42579,42770
2185,43475,42156,42963,42053,42262,42633,42079,42890,42579,42770
2186,43475,42156,42963,42053,42262,42633,42079,42890,42579,42770
2187,43475,42156,42963,42053,42262,42633,42079,42890,42579,42770
2188,43475,42156,42963,42053,42262,42633,42079,42890,42579,42770
2189,43475,42156,42963,42053,42262,42633,42079,42890,42579,42770
2190,43475,42156,42963,42053,42262,42633,42079,42890,42579,42770
2191,43475,42156,42963,42053,42262,42633,42079,42890,42579,42770
2192,43475,42156,42963,42053,42262,42633,42079,42890,42579,42770
2193,43475,42156,42963,42053,42262,42633,42079,42890,42579,42770
2194,43475,42156,42963,42053,42262,42633,42079,42890,42579,42770
2195,43475,42156,42963,42053,42262,42633,42079,42890,42579,42770
2196,43475,42156,42963,42053,42262,42633,42079,42890,42579,42770
2197,43475,42156,42963,42053,42262,42633,42079,42890,42579,42770
2198,43475,42156,42963,42053,42262,42633,42079,42890,42579,42770
2199,43475,42156,42963,42053,42262,42633,42079,42890,42579,42770
2200,43475,42156,42963,42053,42452,42633,42079,42890,42579,42770
2201,43475,42156,42963,42053,42452,42633,42079,42890,42579,42770
2202,43475,42156,42963,42053,42454,42633,42079,42890,42579,42770
2203,43475,42156,42963,42053,42454,42633,42079,42890,42579,42770
2204,43475,42156,42963,42053,42454,42633,42079,42890,42579,42770
2205,43475,42156,42963,42053,42454,42633,42079,42890,42579,42770
2206,43475,42156,42963,42053,42454,42633,42079,42890,42579,42770
2207,43475,42156,42963,42053,42454,42633,42079,42890,42579,42770
2208,43475,42156,42963,42053,42454,42633,42079,42890,42579,42770
2209,43475,42156,42963,42053,42454,42633,42079,42890,42579,42770
2210,43475,42156,42963,42053,42454,42633,42079,42890,42579,42770
2211,43475,42156,42963,42053,42454,42633,42079,42890,42579,42770
2212,43475,42156,42963,42053,42454,42633,42079,42890,42579,42770
2213,43475,42156,42963,42053,42454,42633,42079,42890,42579,42770
2214,43475,42156,42963,42053,42454,42633,42079,42890,42579,42770
2215,43475,42156,42963,42053,42454,42633,42079,42890,42579,42770
2216,43475,42156,42963,42053,42454,42633,42079,42890,42579,42770
2217,43475,42156,42963,42053,42454,42633,42079,42890,42579,43007
2218,43475,42156,42963,42053,42454,42633,42079,42890,42579,43007
2219,43475,42156,42963,42053,42454,42633,42079,42890,42579,43007
2220,43475,42156,42963,42053,42454,42633,42079,42890,42579,43007
2221,43475,42156,42963,42053,42454,42633,42079,42890,42579,43007
2222,43475,42156,42963,42053,42454,42633,42079,42890,42579,43007
2223,43475,42156,42963,42053,42454,42633,42079,42890,42579,43007
