avaliacao,SA Original,SA Variação 1,SA Variação 2
1720,49362.9,49387.4,49409.3
1721,49362.9,49387.4,49409.3
1722,49362.9,49387.4,49409.3
1723,49362.9,49387.4,49409.3
1724,49362.9,49387.4,49409.3
1725,49362.9,49387.4,49409.3
1726,49362.9,49387.4,49409.4
1727,49362.9,49387.4,49409.4
1728,49362.9,49388.2,49409.4
1729,49362.9,49388.2,49409.4
1730,49362.9,49388.2,49409.4
1731,49362.9,49388.2,49409.4
1732,49362.9,49388.2,49411.0
1733,49362.9,49388.2,49411.0
1734,49362.9,49388.2,49411.0
1735,49362.9,49388.2,49411.0
1736,49362.9,49388.2,49411.0
1737,49362.9,49388.2,49411.0
1738,49363.1,49388.2,49411.0
1739,49363.1,49388.2,49411.0
1740,49363.1,49388.2,49411.0
1741,49363.1,49388.2,49411.0
1742,49363.1,49388.2,49411.0
1743,49363.1,49388.2,49411.0
1744,49363.1,49388.2,49411.0
1745,49363.1,49388.2,49411.0
1746,49363.1,49388.2,49411.0
1747,49363.1,49388.2,49411.0
1748,49363.1,49388.2,49411.0
1749,49363.1,49388.2,49411.0
1750,49363.1,49388.7,49411.0
1751,49363.1,49388.7,49411.0
1752,49363.1,49388.7,49411.0
1753,49363.1,49388.7,49411.0
1754,49363.2,49388.7,49411.0
1755,49363.2,49388.7,49411.0
1756,49363.2,49388.7,49411.0
1757,49363.2,49388.7,49411.0
1758,49363.2,49388.7,49411.0
1759,49363.2,49388.7,49411.0
1760,49363.2,49388.7,49411.0
1761,49363.2,49388.7,49411.0
1762,49363.2,49388.7,49411.0
1763,49363.2,49391.0,49411.0
1764,49363.2,49391.0,49411.0
1765,49363.2,49391.0,49411.0
1766,49363.2,49391.0,49412.4
1767,49363.2,49391.0,49412.4
1768,49363.2,49391.0,49412.4
1769,49363.2,49391.0,49412.4
1770,49363.2,49391.0,49412.4
1771,49363.2,49391.4,49414.0
1772,49363.2,49391.4,49414.0
1773,49363.2,49391.4,49414.0
1774,49363.2,49391.4,49414.0
1775,49363.2,49391.4,49414.0
1776,49363.2,49391.4,49414.0
1777,49363.2,49391.4,49414.0
1778,49363.2,49392.2,49414.0
1779,49363.2,49392.2,49414.0
1780,49363.2,49392.2,49414.0
1781,49363.2,49392.2,49414.0
1782,49363.2,49392.2,49414.0
1783,49363.2,49392.2,49414.0
1784,49363.2,49392.2,49414.0
1785,49363.2,49392.2,49414.0
1786,49363.2,49392.2,49414.0
1787,49363.2,49392.2,49414.0
1788,49363.2,49392.2,49414.0
1789,49363.2,49392.2,49414.0
1790,49363.2,49392.2,49414.0
1791,49363.2,49398.0,49414.0
1792,49363.2,49398.0,49414.0
1793,49363.2,49398.0,49414.0
1794,49363.2,49398.6,49414.0
1795,49363.2,49398.6,49414.0
1796,49363.2,49398.6,49414.0
1797,49363.2,49405.2,49414.0
1798,49363.2,49405.2,49414.8
1799,49363.2,49405.2,49414.8
1800,49363.2,49405.2,49415.5
1801,49363.2,49405.2,49415.5
1802,49363.2,49405.2,49416.0
1803,49363.2,49405.2,49416.0
1804,49363.2,49405.2,49416.0
1805,49363.2,49405.2,49416.0
1806,49363.2,49405.2,49416.0
1807,49363.2,49405.2,49416.0
1808,49363.2,49405.2,49416.0
1809,49363.2,49405.2,49416.0
1810,49363.2,49405.2,49416.0
1811,49363.2,49405.2,49416.0
1812,49363.2,49405.7,49416.0
1813,49363.2,49405.7,49416.0
1814,49363.2,49405.7,49416.0
1815,49363.2,49405.7,49416.0
1816,49363.2,49405.7,49416.0
1817,49363.2,49405.7,49416.0
1818,49363.2,49405.7,49416.0
1819,49363.2,49405.7,49416.0
1820,49363.2,49405.7,49416.0
1821,49363.2,49405.7,49416.0
1822,49363.2,49405.7,49416.0
1823,49363.2,49405.7,49416.0
1824,49363.2,49405.7,49416.0
1825,49363.2,49405.7,49416.0
1826,49363.2,49405.7,49416.0
1827,49363.2,49405.7,49416.0
1828,49363.2,49405.7,49416.0
1829,49363.2,49405.7,49416.0
1830,49363.2,49405.7,49416.0
1831,49363.2,49406.1,49416.0
1832,49363.2,49406.1,49416.0
1833,49363.2,49406.1,49416.4
1834,49363.2,49406.1,49416.4
1835,49363.3,49406.1,49416.4
1836,49363.3,49406.1,49416.4
1837,49363.3,49406.1,49416.4
1838,49363.3,49406.1,49416.4
1839,49363.3,49406.1,49416.4
1840,49363.3,49406.1,49416.4
1841,49363.3,49406.1,49416.4
1842,49363.3,49406.1,49416.4
1843,49363.3,49406.1,49416.4
1844,49363.3,49406.1,49416.4
1845,49363.3,49406.1,49416.4
1846,49363.3,49406.1,49416.4
1847,49363.3,49406.1,49416.4
1848,49363.3,49406.1,49416.4
1849,49363.3,49406.1,49416.4
1850,49363.3,49406.1,49416.4
1851,49363.3,49406.1,49416.4
1852,49363.3,49406.1,49416.4
1853,49363.3,49406.1,49416.4
1854,49363.3,49407.0,49416.4
1855,49363.3,49407.0,49416.4
1856,49363.3,49407.0,49416.4
1857,49363.3,49407.0,49416.4
1858,49363.3,49407.3,49416.4
1859,49363.3,49407.3,49416.4
1860,49363.3,49407.7,49416.4
1861,49363.3,49407.7,49416.4
1862,49363.3,49407.7,49416.4
1863,49363.3,49407.7,49416.4
1864,49363.3,49407.7,49416.4
1865,49363.3,49408.3,49416.4
1866,49363.3,49408.3,49416.4
1867,49363.3,49408.3,49416.4
1868,49363.3,49408.3,49416.4
1869,49363.3,49408.3,49416.4
1870,49363.5,49408.3,49416.4
1871,49363.5,49408.3,49416.4
1872,49363.5,49408.9,49416.4
1873,49363.5,49408.9,49416.4
1874,49363.5,49408.9,49416.4
1875,49363.5,49408.9,49416.4
1876,49363.5,49408.9,49416.4
1877,49363.5,49408.9,49416.4
1878,49363.5,49408.9,49416.4
1879,49363.5,49408.9,49416.4
1880,49363.5,49408.9,49416.4
1881,49363.5,49408.9,49416.4
1882,49363.5,49408.9,49417.3
1883,49363.5,49409.4,49417.3
1884,49363.5,49409.4,49417.3
1885,49363.5,49409.4,49417.3
1886,49363.5,49409.4,49417.3
1887,49363.5,49409.4,49417.3
1888,49363.5,49409.4,49417.3
1889,49363.5,49409.4,49417.3
1890,49363.5,49409.4,49417.4
1891,49363.5,49409.4,49417.4
1892,49363.5,49409.4,49417.4
1893,49363.8,49409.4,49417.4
1894,49363.8,49409.4,49417.4
1895,49363.8,49409.4,49417.4
1896,49363.8,49409.4,49417.4
1897,49363.8,49409.4,49417.4
1898,49363.8,49409.4,49417.4
1899,49363.8,49409.4,49417.4
1900,49363.8,49409.4,49417.4
1901,49363.8,49409.4,49417.4
1902,49363.8,49409.4,49417.4
1903,49363.8,49410.7,49417.4
1904,49363.8,49410.7,49419.0
1905,49363.8,49410.7,49419.0
1906,49363.8,49411.9,49419.0
1907,49363.8,49411.9,49419.0
1908,49363.8,49411.9,49419.0
1909,49363.8,49411.9,49419.0
1910,49363.8,49411.9,49419.0
1911,49363.8,49411.9,49419.0
1912,49363.8,49411.9,49419.0
1913,49363.8,49411.9,49419.0
1914,49363.8,49411.9,49419.0
1915,49363.8,49411.9,49419.0
1916,49363.8,49411.9,49419.0
1917,49363.8,49411.9,49419.0
1918,49363.8,49411.9,49419.0
1919,49363.8,49411.9,49419.0
1920,49363.8,49411.9,49419.0
1921,49363.8,49411.9,49419.0
1922,49363.8,49411.9,49419.0
1923,49363.8,49411.9,49419.0
1924,49363.8,49411.9,49419.0
1925,49363.8,49411.9,49419.0
1926,49363.8,49411.9,49419.0
1927,49363.8,49411.9,49419.0
1928,49363.8,49411.9,49419.0
1929,49363.8,49411.9,49419.0
1930,49363.8,49411.9,49419.0
1931,49363.8,49411.9,49419.0
1932,49363.8,49411.9,49419.0
1933,49363.8,49411.9,49419.0
1934,49363.8,49411.9,49419.0
1935,49363.8,49411.9,49419.0
1936,49363.8,49411.9,49419.0
1937,49363.8,49411.9,49419.0
1938,49363.8,49411.9,49419.9
1939,49363.8,49411.9,49419.9
1940,49363.8,49411.9,49419.9
1941,49363.8,49411.9,49419.9
1942,49363.8,49411.9,49419.9
1943,49363.8,49411.9,49419.9
1944,49363.8,49411.9,49420.8
1945,49363.8,49411.9,49420.8
1946,49363.8,49411.9,49420.8
1947,49363.8,49411.9,49420.8
1948,49363.8,49411.9,49420.8
1949,49363.8,49411.9,49420.8
1950,49363.8,49411.9,49420.8
1951,49363.8,49412.3,49420.8
1952,49363.8,49412.3,49420.8
1953,49363.8,49412.3,49420.8
1954,49363.8,49415.2,49420.8
1955,49363.8,49415.2,49420.8
1956,49363.8,49415.2,49420.8
1957,49363.8,49415.2,49420.8
1958,49363.8,49415.2,49420.8
1959,49363.8,49415.2,49420.8
1960,49363.8,49415.2,49420.8
1961,49363.8,49415.2,49420.8
1962,49363.8,49415.2,49420.8
1963,49363.8,49415.2,49420.8
1964,49363.8,49415.2,49420.8
1965,49363.8,49415.2,49420.9
1966,49363.8,49415.2,49420.9
1967,49363.8,49415.2,49420.9
1968,49363.8,49415.2,49420.9
1969,49363.8,49415.2,49420.9
1970,49363.8,49415.2,49420.9
1971,49363.8,49415.2,49420.9
1972,49363.8,49415.2,49420.9
1973,49363.8,49415.2,49420.9
1974,49363.8,49415.2,49421.1
1975,49363.8,49415.2,49421.1
1976,49363.8,49415.2,49421.1
1977,49363.8,49415.2,49421.1
1978,49363.8,49415.2,49421.1
1979,49363.8,49415.2,49421.1
1980,49363.8,49415.2,49421.1
1981,49363.8,49415.2,49423.9
1982,49363.8,49415.2,49423.9
1983,49363.8,49415.2,49423.9
1984,49363.8,49415.2,49423.9
1985,49363.8,49415.2,49423.9
1986,49363.8,49415.2,49423.9
1987,49363.8,49416.0,49423.9
1988,49363.8,49416.0,49423.9
1989,49363.8,49416.0,49423.9
1990,49363.8,49416.0,49424.9
1991,49363.8,49416.0,49424.9
1992,49363.8,49416.0,49424.9
1993,49363.8,49416.0,49425.8
1994,49363.8,49416.0,49425.8
1995,49363.8,49416.3,49425.8
1996,49363.8,49416.3,49425.8
1997,49363.8,49416.4,49425.8
1998,49363.8,49416.4,49425.8
1999,49363.8,49416.4,49425.8
2000,49363.8,49416.4,49425.8
2001,49363.8,49416.4,49425.8
2002,49363.8,49416.4,49425.8
2003,49363.8,49416.4,49425.8
2004,49363.8,49416.4,49425.8
2005,49363.8,49416.4,49425.8
2006,49363.8,49416.4,49425.8
2007,49363.8,49416.4,49428.9
2008,49363.8,49416.4,49428.9
2009,49363.8,49416.4,49428.9
2010,49363.8,49416.4,49428.9
2011,49363.8,49416.7,49428.9
2012,49363.8,49419.0,49428.9
2013,49363.8,49419.0,49428.9
2014,49363.8,49419.0,49428.9
2015,49363.8,49419.0,49428.9
2016,49363.8,49419.0,49428.9
2017,49363.8,49419.0,49428.9
2018,49363.8,49419.0,49428.9
2019,49363.8,49419.0,49428.9
2020,49363.8,49419.0,49428.9
2021,49363.8,49419.0,49428.9
2022,49363.8,49419.0,49428.9
2023,49363.8,49419.0,49428.9
2024,49363.8,49419.0,49428.9
2025,49363.8,49420.1,49428.9
2026,49363.8,49420.1,49428.9
2027,49363.8,49420.1,49428.9
2028,49363.8,49420.1,49428.9
2029,49363.8,49420.1,49428.9
2030,49363.8,49420.1,49428.9
2031,49363.8,49420.1,49428.9
2032,49363.8,49420.1,49428.9
2033,49363.8,49420.1,49428.9
2034,49363.8,49420.1,49428.9
2035,49363.8,49420.1,49428.9
2036,49363.8,49420.1,49428.9
2037,49363.8,49420.1,49428.9
2038,49363.8,49420.1,49430.0
2039,49363.8,49420.1,49430.0
2040,49363.8,49420.1,49430.0
2041,49363.8,49420.1,49430.0
2042,49363.8,49420.1,49430.0
2043,49363.8,49420.1,49430.0
2044,49363.8,49423.0,49430.0
2045,49363.8,49423.0,49430.0
2046,49363.8,49423.0,49430.0
2047,49363.8,49423.0,49430.0
2048,49363.8,49423.0,49430.0
2049,49363.8,49423.0,49430.0
2050,49363.8,49423.0,49430.0
2051,49363.8,49423.0,49430.0
2052,49363.8,49423.0,49430.0
2053,49363.8,49423.0,49430.0
2054,49363.8,49423.0,49430.0
2055,49363.8,49423.0,49430.0
2056,49363.8,49423.0,49430.0
2057,49363.8,49423.0,49430.0
2058,49363.8,49423.0,49430.0
2059,49363.8,49423.0,49430.3
2060,49363.8,49423.0,49430.6
2061,49363.8,49423.0,49430.6
2062,49363.8,49423.0,49430.6
2063,49363.8,49423.0,49430.6
2064,49363.8,49423.2,49430.6
2065,49363.8,49423.2,49430.6
2066,49363.8,49423.2,49430.6
2067,49363.8,49423.2,49430.6
2068,49363.8,49423.2,49430.6
2069,49363.8,49423.2,49430.6
2070,49363.8,49423.2,49430.6
2071,49363.8,49423.2,49430.6
2072,49363.8,49423.2,49430.6
2073,49363.8,49423.2,49430.6
2074,49363.8,49423.2,49430.6
2075,49363.8,49423.2,49430.6
2076,49363.8,49423.7,49430.6
2077,49363.8,49424.9,49431.1
2078,49363.8,49424.9,49431.1
2079,49363.8,49424.9,49431.1
2080,49363.8,49424.9,49431.1
2081,49363.8,49424.9,49431.1
2082,49363.8,49424.9,49431.1
2083,49363.8,49426.0,49431.1
2084,49363.8,49426.0,49431.1
2085,49363.9,49426.0,49431.1
2086,49363.9,49426.0,49431.1
2087,49363.9,49426.0,49431.1
2088,49363.9,49426.0,49431.1
2089,49363.9,49426.0,49431.1
2090,49363.9,49426.0,49431.1
2091,49363.9,49429.2,49431.1
2092,49363.9,49429.3,49431.1
2093,49363.9,49429.3,49431.1
2094,49364.3,49429.3,49431.1
2095,49364.3,49429.3,49431.1
2096,49364.3,49429.3,49431.1
2097,49364.3,49429.3,49431.1
2098,49364.3,49429.4,49431.1
2099,49364.3,49429.4,49431.1
2100,49364.3,49429.4,49431.1
2101,49364.3,49429.4,49431.1
2102,49364.3,49429.4,49431.1
2103,49364.3,49429.4,49431.1
2104,49364.3,49429.4,49431.1
2105,49364.3,49429.4,49431.1
2106,49364.3,49429.4,49431.1
2107,49364.3,49429.4,49431.1
2108,49364.3,49429.4,49431.1
2109,49364.3,49431.1,49431.1
2110,49364.3,49431.1,49431.1
2111,49364.3,49431.1,49431.1
2112,49364.3,49431.1,49431.1
2113,49364.3,49431.1,49431.1
2114,49364.3,49431.1,49431.1
2115,49364.3,49431.1,49431.1
2116,49364.3,49431.1,49431.1
2117,49364.3,49431.1,49431.1
2118,49364.3,49431.1,49431.1
2119,49364.3,49431.1,49431.1
2120,49364.3,49431.1,49431.1
2121,49364.3,49431.1,49431.6
2122,49364.3,49431.1,49431.6
2123,49364.3,49431.1,49431.6
2124,49364.3,49431.1,49431.6
2125,49364.3,49431.1,49431.6
2126,49364.3,49431.2,49431.6
2127,49364.3,49431.2,49431.6
2128,49364.3,49431.2,49431.6
2129,49364.3,49431.2,49431.6
2130,49364.3,49431.2,49431.6
2131,49364.3,49431.2,49431.6
2132,49364.3,49431.2,49431.6
2133,49364.3,49431.2,49431.6
2134,49364.3,49431.2,49431.6
2135,49364.3,49431.2,49431.6
2136,49364.3,49431.2,49431.6
2137,49364.3,49431.2,49431.6
2138,49364.3,49431.2,49431.6
2139,49364.3,49431.2,49431.6
2140,49364.3,49431.2,49431.6
2141,49364.3,49431.2,49431.6
2142,49364.3,49431.2,49431.6
2143,49364.3,49431.2,49431.6
2144,49364.3,49431.2,49431.6
2145,49364.3,49431.2,49431.6
2146,49364.3,49431.2,49431.6
2147,49364.3,49431.2,49431.6
2148,49364.3,49431.2,49431.6
2149,49364.3,49431.2,49431.6
2150,49364.3,49431.2,49431.9
2151,49364.3,49431.2,49431.9
2152,49364.3,49431.7,49431.9
2153,49364.3,49431.7,49431.9
2154,49364.3,49431.7,49431.9
2155,49364.3,49431.7,49431.9
2156,49364.3,49431.7,49432.2
2157,49364.3,49431.7,49432.2
2158,49364.3,49431.7,49432.2
2159,49364.3,49431.7,49432.2
2160,49364.3,49431.7,49432.2
2161,49364.3,49431.7,49432.2
2162,49364.3,49431.7,49432.2
2163,49364.3,49431.7,49432.2
2164,49364.3,49431.7,49432.4
2165,49364.3,49431.7,49432.4
2166,49364.3,49431.7,49432.4
2167,49364.3,49431.7,49432.4
2168,49364.3,49431.7,49432.4
2169,49364.3,49431.7,49432.4
2170,49364.3,49431.7,49433.2
2171,49364.3,49431.7,49433.2
2172,49364.3,49431.7,49433.2
2173,49364.3,49431.7,49433.2
2174,49364.3,49431.7,49433.2
2175,49364.3,49431.7,49433.2
2176,49364.3,49431.7,49433.2
2177,49364.3,49431.7,49433.2
2178,49364.3,49431.7,49433.2
2179,49364.3,49431.7,49433.2
2180,49364.3,49431.7,49433.2
2181,49364.3,49431.7,49433.2
2182,49364.3,49431.7,49433.2
2183,49364.3,49431.7,49433.2
2184,49364.3,49431.7,49433.2
2185,49364.3,49431.7,49433.2
2186,49364.3,49431.7,49433.2
2187,49364.3,49431.7,49433.2
2188,49364.3,49431.7,49433.2
2189,49364.3,49431.7,49433.2
2190,49364.3,49431.7,49433.2
2191,49364.3,49431.7,49433.2
2192,49364.3,49431.7,49433.2
2193,49364.3,49431.7,49433.2
2194,49364.3,49431.7,49434.7
2195,49364.3,49431.7,49434.7
2196,49364.3,49431.7,49434.7
2197,49364.3,49431.7,49434.7
2198,49364.3,49431.7,49434.7
2199,49364.3,49431.7,49434.7
2200,49364.3,49431.7,49434.7
2201,49364.3,49431.7,49434.7
2202,49364.3,49431.7,49434.7
2203,49364.3,49431.7,49434.7
2204,49364.3,49431.7,49434.7
2205,49364.3,49431.7,49434.7
2206,49364.3,49431.7,49434.7
2207,49364.3,49431.7,49434.7
2208,49364.3,49431.7,49434.7
2209,49364.3,49431.7,49434.7
2210,49364.3,49431.7,49434.7
2211,49364.3,49431.7,49434.7
2212,49364.3,49431.7,49434.7
2213,49364.3,49431.7,49434.7
2214,49364.3,49431.8,49434.7
2215,49364.3,49431.8,49434.7
2216,49364.3,49431.8,49434.7
2217,49364.3,49431.8,49434.9
2218,49364.3,49431.8,49434.9
2219,49364.3,49431.8,49434.9
2220,49364.3,49431.8,49434.9
2221,49364.3,49431.8,49434.9
2222,49364.3,49431.8,49434.9
2223,49364.3,49431.8,49434.9
2224,49364.3,49431.8,49434.9
2225,49364.3,49431.8,49434.9
2226,49364.3,49431.8,49434.9
2227,49364.3,49431.8,49434.9
2228,49364.3,49431.8,49434.9
2229,49364.3,49431.8,49434.9
2230,49364.3,49431.8,49434.9
2231,49364.3,49431.8,49434.9
2232,49364.3,49431.8,49434.9
2233,49364.3,49431.8,49434.9
2234,49364.3,49431.8,49434.9
2235,49364.3,49431.8,49434.9
2236,49364.3,49432.8,49434.9
2237,49364.3,49432.8,49434.9
2238,49364.3,49432.8,49434.9
2239,49364.3,49432.8,49434.9
2240,49364.3,49432.8,49434.9
2241,49364.3,49432.8,49434.9
2242,49364.3,49432.8,49434.9
2243,49364.3,49432.8,49434.9
2244,49364.3,49432.8,49434.9
2245,49364.3,49432.8,49435.8
2246,49364.3,49432.8,49435.8
2247,49364.3,49432.8,49435.8
2248,49364.3,49432.8,49435.8
2249,49364.3,49432.8,49435.8
2250,49364.3,49432.8,49435.8
2251,49364.3,49432.8,49435.8
2252,49364.3,49434.7,49435.8
2253,49364.3,49434.7,49435.8
2254,49364.3,49434.8,49435.8
2255,49364.3,49434.8,49435.8
2256,49364.3,49434.8,49437.4
2257,49364.3,49434.8,49437.4
2258,49364.3,49434.8,49437.4
2259,49364.3,49434.8,49437.4
2260,49364.3,49434.8,49437.4
2261,49364.3,49434.8,49437.4
2262,49364.3,49434.8,49437.4
2263,49364.3,49434.8,49437.4
2264,49364.3,49434.8,49437.4
2265,49364.3,49434.8,49437.4
2266,49364.3,49434.8,49437.4
2267,49364.3,49434.8,49437.4
2268,49364.3,49434.8,49437.4
2269,49364.3,49434.8,49437.4
2270,49364.3,49434.8,49437.4
2271,49364.3,49434.8,49437.4
2272,49364.3,49434.8,49437.4
2273,49364.3,49434.8,49437.4
2274,49364.3,49434.8,49437.4
2275,49364.3,49434.8,49437.4
2276,49364.3,49434.8,49437.4
2277,49364.3,49434.8,49437.4
2278,49364.3,49434.8,49437.4
2279,49364.3,49434.8,49437.4
2280,49364.3,49434.8,49437.4
2281,49364.3,49434.8,49437.4
2282,49364.3,49434.8,49437.4
2283,49364.3,49434.8,49437.4
2284,49364.3,49434.8,49437.9
2285,49364.3,49434.8,49437.9
2286,49364.3,49434.8,49437.9
2287,49364.3,49434.8,49439.8
2288,49364.3,49434.8,49439.8
2289,49364.3,49434.8,49439.8
2290,49364.3,49434.8,49439.8
2291,49364.3,49434.8,49440.6
2292,49364.3,49434.8,49440.6
2293,49364.3,49434.8,49440.6
2294,49364.3,49434.8,49440.6
2295,49364.3,49434.8,49440.6
2296,49364.3,49434.8,49440.6
2297,49364.3,49434.8,49441.7
2298,49364.3,49434.8,49441.7
2299,49364.3,49434.8,49441.7
2300,49364.3,49434.8,49441.7
2301,49364.3,49434.8,49441.7
2302,49364.3,49434.8,49441.7
2303,49364.3,49434.8,49441.7
2304,49364.3,49434.8,49441.7
2305,49364.3,49434.8,49441.7
2306,49364.3,49434.8,49441.7
2307,49364.3,49434.8,49441.7
2308,49364.3,49434.8,49441.7
2309,49364.3,49434.8,49441.7
2310,49364.3,49434.8,49441.7
2311,49364.3,49434.8,49441.7
2312,49364.3,49434.8,49441.7
2313,49364.3,49434.8,49441.7
2314,49364.3,49434.8,49441.7
2315,49364.3,49434.8,49442.0
2316,49364.3,49434.8,49442.0
2317,49364.3,49434.8,49442.0
2318,49364.3,49434.8,49442.0
2319,49364.3,49434.8,49442.0
2320,49364.3,49434.8,49442.0
2321,49364.3,49434.8,49442.0
2322,49364.3,49434.8,49442.0
2323,49364.3,49434.8,49442.0
2324,49364.3,49434.8,49442.0
2325,49364.3,49434.8,49442.0
2326,49364.3,49434.8,49442.0
2327,49364.3,49434.8,49442.0
2328,49364.3,49434.8,49442.0
2329,49364.3,49434.8,49442.0
2330,49364.3,49434.8,49442.0
2331,49364.3,49434.8,49442.0
2332,49364.3,49434.8,49442.2
2333,49364.3,49434.8,49442.2
2334,49364.3,49434.8,49442.2
2335,49364.3,49434.8,49443.4
2336,49364.3,49434.8,49443.4
2337,49364.3,49434.8,49443.4
2338,49364.3,49434.8,49443.4
2339,49364.3,49434.8,49443.4
2340,49364.3,49434.8,49444.1
2341,49364.3,49434.8,49444.1
2342,49364.3,49434.8,49444.1
2343,49364.3,49434.8,49444.1
2344,49364.3,49434.8,49444.1
2345,49364.3,49434.8,49444.1
2346,49364.3,49435.8,49444.1
2347,49364.3,49435.8,49444.1
2348,49364.3,49435.8,49444.1
2349,49364.3,49435.8,49444.1
2350,49364.3,49435.8,49444.1
2351,49364.3,49435.8,49444.1
2352,49364.3,49435.8,49444.1
2353,49364.3,49435.8,49444.1
2354,49364.3,49435.8,49444.1
2355,49364.3,49435.8,49444.1
2356,49364.3,49435.8,49444.1
2357,49364.3,49435.8,49444.1
2358,49364.3,49435.8,49444.1
2359,49364.3,49435.8,49444.1
2360,49364.3,49435.8,49444.1
2361,49364.3,49435.8,49444.1
2362,49364.3,49435.8,49444.1
2363,49364.3,49435.8,49444.1
2364,49364.3,49435.8,49444.1
2365,49364.3,49435.8,49444.1
2366,49364.3,49435.8,49444.1
2367,49364.3,49435.8,49444.1
2368,49364.3,49435.8,49444.1
2369,49364.3,49435.8,49444.1
2370,49364.3,49435.8,49444.1
2371,49364.3,49436.3,49444.1
2372,49364.3,49436.3,49444.1
2373,49364.3,49436.3,49444.1
2374,49364.3,49436.3,49444.1
2375,49364.3,49436.3,49444.1
2376,49364.3,49436.3,49444.1
2377,49364.3,49436.3,49444.1
2378,49364.3,49436.3,49444.1
2379,49364.3,49436.3,49444.1
2380,49364.3,49436.3,49444.1
2381,49364.3,49436.3,49444.1
2382,49364.3,49436.3,49444.1
2383,49364.3,49436.3,49444.1
2384,49364.3,49436.3,49444.1
2385,49364.3,49436.3,49444.1
2386,49364.3,49436.3,49444.1
2387,49364.3,49436.3,49444.1
2388,49364.3,49436.3,49444.1
2389,49364.3,49436.3,49446.7
2390,49364.3,49436.3,49446.7
2391,49364.3,49436.3,49446.7
2392,49364.3,49436.3,49446.7
2393,49364.3,49436.3,49446.7
2394,49364.3,49436.3,49446.7
2395,49364.3,49436.3,49446.7
2396,49364.3,49436.3,49446.7
2397,49364.3,49436.3,49446.7
2398,49364.3,49436.3,49446.7
2399,49364.3,49436.3,49446.7
2400,49364.3,49436.3,49446.7
2401,49364.3,49436.3,49446.7
2402,49364.3,49436.3,49446.7
2403,49364.3,49436.3,49446.7
2404,49364.3,49436.3,49446.7
2405,49364.3,49436.3,49446.7
2406,49364.3,49436.3,49446.7
2407,49364.3,49436.3,49446.7
2408,49364.3,49436.3,49446.7
2409,49364.3,49436.3,49446.7
2410,49364.3,49436.3,49446.7
2411,49364.3,49436.3,49446.7
2412,49364.3,49436.3,49446.7
2413,49364.3,49436.3,49446.7
2414,49364.3,49436.3,49446.7
2415,49364.3,49436.3,49446.7
2416,49364.3,49436.3,49446.7
2417,49364.3,49436.3,49447.4
2418,49364.3,49436.3,49447.4
2419,49364.3,49436.3,49447.4
2420,49364.3,49436.3,49447.4
2421,49364.3,49436.3,49447.4
2422,49364.3,49436.3,49447.4
2423,49364.3,49436.3,49447.4
2424,49364.3,49436.3,49447.4
2425,49364.3,49436.3,49447.4
2426,49364.3,49436.3,49447.4
2427,49364.3,49436.3,49447.4
2428,49364.3,49436.3,49447.4
2429,49364.3,49436.3,49447.4
2430,49364.3,49436.3,49447.4
2431,49364.3,49436.3,49447.4
2432,49364.3,49436.3,49447.4
2433,49364.3,49436.3,49447.4
2434,49364.3,49436.3,49447.4
2435,49364.3,49436.3,49447.4
2436,49364.3,49436.3,49447.4
2437,49364.3,49436.3,49447.4
2438,49364.3,49436.3,49447.4
2439,49364.3,49436.3,49447.4
2440,49364.3,49436.3,49447.4
2441,49364.3,49436.3,49447.4
2442,49364.3,49436.3,49447.4
2443,49364.3,49436.3,49447.4
2444,49364.3,49436.9,49447.4
2445,49364.3,49436.9,49447.4
2446,49364.3,49436.9,49447.4
2447,49364.3,49436.9,49447.4
2448,49364.3,49436.9,49447.4
2449,49364.3,49436.9,49447.4
2450,49364.3,49436.9,49447.4
2451,49364.3,49436.9,49447.4
2452,49364.3,49436.9,49447.4
2453,49364.3,49436.9,49447.4
2454,49364.3,49436.9,49447.4
2455,49364.3,49436.9,49447.4
2456,49364.3,49436.9,49447.4
2457,49364.3,49436.9,49449.1
2458,49364.3,49436.9,49449.1
2459,49364.3,49436.9,49449.1
2460,49364.3,49436.9,49449.1
2461,49364.3,49436.9,49449.1
2462,49364.3,49436.9,49449.6
2463,49364.3,49436.9,49449.6
2464,49364.3,49436.9,49449.6
2465,49364.3,49436.9,49449.6
2466,49364.3,49436.9,49449.6
2467,49364.3,49436.9,49449.6
2468,49364.3,49437.9,49449.6
2469,49364.3,49437.9,49449.7
2470,49364.3,49437.9,49449.7
2471,49364.3,49437.9,49451.0
2472,49364.3,49437.9,49451.0
2473,49364.3,49437.9,49452.4
2474,49364.3,49437.9,49452.4
2475,49364.3,49437.9,49452.4
2476,49364.3,49437.9,49452.4
2477,49364.3,49437.9,49452.4
2478,49364.3,49437.9,49452.4
2479,49364.3,49437.9,49452.4
2480,49364.3,49437.9,49452.4
2481,49364.3,49437.9,49452.4
2482,49364.3,49437.9,49453.8
2483,49364.3,49437.9,49453.8
2484,49364.3,49437.9,49453.8
2485,49364.3,49437.9,49455.2
2486,49364.3,49437.9,49455.2
2487,49364.3,49437.9,49455.2
2488,49364.3,49437.9,49455.2
2489,49364.3,49437.9,49455.2
2490,49364.3,49437.9,49455.2
2491,49364.3,49437.9,49455.2
2492,49364.3,49437.9,49455.2
2493,49364.3,49437.9,49455.2
2494,49364.3,49437.9,49455.2
2495,49364.3,49437.9,49455.2
