avaliacao,sa1,sa2,sa3,sa4,sa5,sa6,sa7,sa8,sa9,sa10
2375,49392,49404,49494,49452,49389,49414,49491,49470,49383,49474
2376,49392,49404,49494,49452,49389,49414,49491,49470,49383,49474
2377,49392,49404,49494,49452,49389,49414,49491,49470,49383,49474
2378,49392,49404,49494,49452,49389,49414,49491,49470,49383,49474
2379,49392,49404,49494,49452,49389,49414,49491,49470,49383,49474
2380,49392,49404,49494,49452,49389,49414,49491,49470,49383,49474
2381,49392,49404,49494,49452,49389,49414,49491,49470,49383,49474
2382,49392,49404,49494,49452,49389,49414,49491,49470,49383,49474
2383,49392,49404,49494,49452,49389,49414,49491,49470,49383,49474
2384,49392,49404,49494,49452,49389,49414,49491,49470,49383,49474
2385,49392,49404,49494,49452,49389,49414,49491,49470,49383,49474
2386,49392,49404,49494,49452,49389,49414,49491,49470,49383,49474
2387,49392,49404,49494,49452,49389,49414,49491,49470,49383,49474
2388,49392,49404,49494,49452,49389,49414,49491,49470,49383,49474
2389,49392,49404,49494,49452,49389,49414,49491,49470,49383,49474
2390,49392,49404,49494,49452,49389,49414,49491,49470,49383,49474
2391,49392,49404,49494,49452,49389,49414,49491,49470,49383,49474
2392,49392,49404,49494,49452,49389,49414,49491,49470,49383,49474
2393,49392,49404,49494,49452,49389,49414,49491,49470,49383,49474
2394,49392,49404,49494,49452,49389,49414,49491,49470,49383,49474
2395,49392,49404,49494,49452,49389,49414,49491,49470,49383,49474
2396,49392,49404,49494,49452,49389,49414,49491,49470,49383,49474
2397,49392,49404,49494,49452,49389,49414,49491,49470,49383,49474
2398,49392,49404,49494,49452,49389,49414,49491,49470,49383,49474
2399,49392,49404,49494,49452,49389,49414,49491,49470,49383,49474
2400,49392,49404,49494,49452,49389,49414,49491,49470,49383,49474
2401,49392,49404,49494,49452,49389,49414,49491,49470,49383,49474
2402,49392,49404,49494,49452,49389,49414,49491,49470,49383,49474
2403,49392,49404,49494,49452,49389,49414,49491,49470,49383,49474
2404,49392,49404,49494,49452,49389,49414,49491,49470,49383,49474
2405,49392,49404,49494,49452,49389,49414,49491,49470,49383,49474
2406,49392,49404,49494,49452,49389,49414,49491,49470,49383,49474
2407,49392,49404,49494,49452,49389,49414,49491,49470,49383,49474
2408,49392,49404,49494,49452,49389,49414,49491,49470,49383,49474
2409,49392,49404,49494,49452,49389,49414,49491,49470,49383,49474
2410,49392,49404,49494,49452,49389,49414,49491,49470,49383,49474
2411,49392,49404,49494,49452,49389,49414,49491,49470,49383,49474
2412,49392,49404,49494,49452,49389,49414,49491,49470,49383,49474
2413,49392,49404,49494,49452,49389,49414,49491,49470,49383,49474
2414,49392,49404,49494,49452,49389,49414,49491,49470,49383,49474
2415,49392,49404,49494,49452,49389,49414,49491,49470,49383,49474
2416,49392,49404,49494,49452,49389,49414,49491,49470,49383,49474
2417,49392,49404,49494,49452,49389,49414,49491,49470,49383,49474
2418,49392,49404,49494,49452,49389,49414,49491,49470,49383,49474
2419,49392,49404,49494,49452,49389,49414,49491,49470,49383,49474
2420,49392,49404,49494,49452,49389,49414,49491,49470,49383,49474
2421,49392,49404,49494,49452,49389,49414,49491,49470,49383,49474
2422,49392,49404,49494,49452,49389,49414,49491,49470,49383,49474
2423,49392,49404,49494,49452,49389,49414,49491,49470,49383,49474
2424,49392,49404,49494,49452,49389,49414,49491,49470,49383,49474
2425,49392,49404,49494,49452,49389,49414,49491,49470,49383,49474
2426,49392,49404,49494,49452,49389,49414,49491,49470,49383,49474
2427,49392,49404,49494,49452,49389,49414,49491,49470,49383,49474
2428,49392,49404,49494,49452,49389,49414,49491,49470,49383,49474
2429,49392,49404,49494,49452,49389,49414,49491,49470,49383,49474
2430,49392,49404,49494,49452,49389,49414,49491,49470,49383,49474
2431,49392,49404,49494,49452,49389,49414,49491,49470,49383,49474
2432,49392,49404,49494,49452,49389,49414,49491,49470,49383,49474
2433,49392,49404,49494,49452,49389,49414,49491,49470,49383,49474
2434,49392,49404,49494,49452,49389,49414,49491,49470,49383,49474
2435,49392,49404,49494,49452,49389,49414,49491,49470,49383,49474
2436,49392,49404,49494,49452,49389,49414,49491,49470,49383,49474
2437,49392,49404,49494,49452,49389,49414,49491,49470,49383,49474
2438,49392,49404,49494,49452,49389,49414,49491,49470,49383,49474
2439,49392,49404,49494,49452,49389,49414,49491,49470,49383,49474
2440,49392,49404,49494,49452,49389,49414,49491,49470,49383,49474
2441,49392,49404,49494,49452,49389,49414,49491,49470,49383,49474
2442,49392,49404,49494,49452,49389,49414,49491,49470,49383,49474
2443,49392,49404,49494,49452,49389,49414,49491,49470,49383,49474
2444,49392,49410,49494,49452,49389,49414,49491,49470,49383,49474
2445,49392,49410,49494,49452,49389,49414,49491,49470,49383,49474
2446,49392,49410,49494,49452,49389,49414,49491,49470,49383,49474
2447,49392,49410,49494,49452,49389,49414,49491,49470,49383,49474
2448,49392,49410,49494,49452,49389,49414,49491,49470,49383,49474
2449,49392,49410,49494,49452,49389,49414,49491,49470,49383,49474
2450,49392,49410,49494,49452,49389,49414,49491,49470,49383,49474
2451,49392,49410,49494,49452,49389,49414,49491,49470,49383,49474
2452,49392,49410,49494,49452,49389,49414,49491,49470,49383,49474
2453,49392,49410,49494,49452,49389,49414,49491,49470,49383,49474
2454,49392,49410,49494,49452,49389,49414,49491,49470,49383,49474
2455,49392,49410,49494,49452,49389,49414,49491,49470,49383,49474
2456,49392,49410,49494,49452,49389,49414,49491,49470,49383,49474
2457,49392,49410,49494,49452,49389,49414,49491,49470,49383,49474
2458,49392,49410,49494,49452,49389,49414,49491,49470,49383,49474
2459,49392,49410,49494,49452,49389,49414,49491,49470,49383,49474
2460,49392,49410,49494,49452,49389,49414,49491,49470,49383,49474
2461,49392,49410,49494,49452,49389,49414,49491,49470,49383,49474
2462,49392,49410,49494,49452,49389,49414,49491,49470,49383,49474
2463,49392,49410,49494,49452,49389,49414,49491,49470,49383,49474
2464,49392,49410,49494,49452,49389,49414,49491,49470,49383,49474
2465,49392,49410,49494,49452,49389,49414,49491,49470,49383,49474
2466,49392,49410,49494,49452,49389,49414,49491,49470,49383,49474
2467,49392,49410,49494,49452,49389,49414,49491,49470,49383,49474
2468,49392,49410,49504,49452,49389,49414,49491,49470,49383,49474
2469,49392,49410,49504,49452,49389,49414,49491,49470,49383,49474
2470,49392,49410,49504,49452,49389,49414,49491,49470,49383,49474
2471,49392,49410,49504,49452,49389,49414,49491,49470,49383,49474
2472,49392,49410,49504,49452,49389,49414,49491,49470,49383,49474
2473,49392,49410,49504,49452,49389,49414,49491,49470,49383,49474
2474,49392,49410,49504,49452,49389,49414,49491,49470,49383,49474
2475,49392,49410,49504,49452,49389,49414,49491,49470,49383,49474
2476,49392,49410,49504,49452,49389,49414,49491,49470,49383,49474
2477,49392,49410,49504,49452,49389,49414,49491,49470,49383,49474
2478,49392,49410,49504,49452,49389,49414,49491,49470,49383,49474
2479,49392,49410,49504,49452,49389,49414,49491,49470,49383,49474
2480,49392,49410,49504,49452,49389,49414,49491,49470,49383,49474
2481,49392,49410,49504,49452,49389,49414,49491,49470,49383,49474
2482,49392,49410,49504,49452,49389,49414,49491,49470,49383,49474
2483,49392,49410,49504,49452,49389,49414,49491,49470,49383,49474
2484,49392,49410,49504,49452,49389,49414,49491,49470,49383,49474
2485,49392,49410,49504,49452,49389,49414,49491,49470,49383,49474
2486,49392,49410,49504,49452,49389,49414,49491,49470,49383,49474
2487,49392,49410,49504,49452,49389,49414,49491,49470,49383,49474
2488,49392,49410,49504,49452,49389,49414,49491,49470,49383,49474
2489,49392,49410,49504,49452,49389,49414,49491,49470,49383,49474
2490,49392,49410,49504,49452,49389,49414,49491,49470,49383,49474
2491,49392,49410,49504,49452,49389,49414,49491,49470,49383,49474
2492,49392,49410,49504,49452,49389,49414,49491,49470,49383,49474
2493,49392,49410,49504,49452,49389,49414,49491,49470,49383,49474
2494,49392,49410,49504,49452,49389,49414,49491,49470,49383,49474
2495,49392,49410,49504,49452,49389,49414,49491,49470,49383,49474
2496,49392,49410,49504,49452,49389,49414,49491,49470,49383,49474
2497,49392,49410,49504,49452,49389,49414,49491,49470,49383,49474
2498,49392,49410,49504,49452,49389,49414,49491,49470,49383,49474
2499,49392,49410,49504,49452,49389,49414,49491,49470,49383,49474
2500,49392,49410,49504,49452,49389,49414,49491,49470,49383,49474
2501,49392,49410,49504,49452,49389,49414,49491,49470,49383,49474
2502,49392,49410,49504,49452,49394,49414,49491,49470,49383,49474
2503,49392,49410,49504,49452,49394,49414,49491,49470,49383,49474
2504,49392,49410,49504,49452,49394,49414,49491,49470,49383,49474
2505,49392,49410,49504,49452,49394,49414,49491,49470,49383,49474
2506,49392,49410,49504,49452,49394,49414,49491,49470,49383,49474
2507,49392,49410,49504,49452,49394,49414,49491,49470,49383,49474
2508,49392,49412,49504,49452,49394,49414,49491,49470,49383,49474
2509,49392,49412,49504,49452,49394,49414,49491,49470,49383,49474
2510,49392,49412,49504,49452,49394,49414,49491,49470,49383,49474
2511,49392,49412,49504,49452,49394,49414,49491,49470,49383,49474
2512,49392,49412,49504,49452,49394,49414,49491,49470,49383,49474
2513,49392,49412,49504,49452,49394,49414,49491,49470,49383,49474
2514,49392,49412,49504,49452,49394,49414,49491,49470,49383,49474
2515,49392,49412,49504,49452,49394,49414,49491,49470,49383,49474
2516,49392,49412,49504,49452,49394,49414,49491,49470,49383,49474
2517,49392,49412,49504,49452,49394,49414,49491,49470,49383,49474
2518,49392,49412,49504,49452,49394,49414,49491,49470,49383,49474
2519,49392,49412,49504,49452,49394,49414,49491,49470,49383,49474
2520,49392,49412,49504,49452,49394,49414,49491,49470,49383,49474
2521,49392,49412,49504,49452,49394,49414,49491,49470,49383,49474
2522,49392,49412,49504,49452,49394,49414,49491,49470,49383,49474
2523,49392,49412,49504,49452,49394,49414,49491,49470,49383,49474
2524,49392,49412,49504,49452,49394,49414,49491,49470,49383,49474
2525,49392,49412,49504,49452,49394,49414,49491,49470,49383,49474
2526,49392,49414,49504,49452,49394,49414,49491,49470,49383,49474
2527,49392,49414,49504,49452,49394,49414,49491,49470,49383,49474
2528,49392,49414,49504,49452,49394,49414,49491,49470,49383,49474
2529,49392,49414,49504,49452,49394,49414,49491,49470,49383,49474
2530,49392,49414,49504,49452,49394,49414,49491,49470,49383,49474
2531,49392,49414,49504,49452,49394,49414,49491,49470,49383,49474
2532,49392,49414,49504,49452,49394,49414,49491,49470,49383,49474
2533,49392,49414,49504,49452,49394,49414,49491,49470,49383,49474
2534,49392,49414,49504,49452,49394,49414,49491,49470,49383,49474
2535,49392,49414,49504,49452,49394,49414,49491,49470,49383,49474
2536,49392,49414,49504,49452,49394,49414,49491,49470,49383,49474
2537,49392,49414,49504,49452,49394,49414,49491,49470,49383,49474
2538,49392,49414,49504,49452,49394,49414,49491,49470,49383,49474
2539,49392,49414,49504,49452,49394,49414,49491,49470,49383,49474
2540,49392,49414,49504,49452,49394,49414,49491,49470,49383,49474
2541,49392,49414,49504,49452,49394,49414,49491,49470,49383,49474
2542,49392,49414,49504,49452,49394,49414,49491,49470,49383,49474
2543,49392,49414,49504,49452,49394,49414,49491,49470,49383,49474
2544,49392,49414,49504,49452,49394,49414,49491,49470,49383,49474
2545,49392,49414,49504,49452,49394,49414,49491,49470,49383,49474
2546,49392,49414,49504,49452,49394,49414,49491,49470,49383,49474
2547,49392,49414,49504,49452,49394,49414,49491,49470,49383,49474
2548,49392,49414,49504,49452,49394,49414,49491,49470,49383,49474
2549,49392,49414,49504,49452,49394,49414,49491,49470,49383,49474
2550,49392,49414,49504,49452,49394,49414,49491,49470,49383,49474
2551,49392,49414,49504,49452,49394,49414,49491,49470,49383,49474
2552,49392,49414,49504,49452,49394,49414,49491,49470,49383,49474
2553,49392,49414,49504,49452,49394,49414,49491,49470,49383,49474
2554,49392,49414,49504,49452,49394,49414,49491,49470,49383,49474
2555,49392,49414,49504,49452,49394,49414,49491,49470,49383,49474
2556,49392,49414,49504,49452,49394,49414,49491,49470,49383,49474
2557,49392,49414,49504,49452,49394,49414,49491,49470,49383,49474
2558,49392,49414,49504,49452,49400,49414,49491,49470,49383,49474
2559,49392,49414,49504,49452,49400,49414,49491,49470,49383,49474
2560,49392,49414,49504,49452,49400,49414,49491,49470,49383,49474
2561,49392,49414,49504,49452,49400,49414,49491,49470,49383,49474
2562,49392,49414,49504,49452,49400,49414,49491,49470,49383,49474
2563,49392,49414,49504,49452,49400,49414,49491,49470,49383,49474
2564,49392,49414,49504,49452,49400,49414,49491,49470,49383,49474
2565,49392,49414,49504,49452,49400,49414,49491,49470,49383,49474
2566,49392,49414,49504,49452,49400,49414,49491,49470,49383,49474
2567,49392,49414,49504,49452,49400,49414,49491,49470,49383,49474
2568,49392,49414,49504,49452,49400,49414,49491,49470,49383,49474
2569,49392,49414,49504,49452,49400,49414,49491,49470,49383,49474
2570,49392,49414,49504,49452,49400,49414,49491,49470,49383,49474
2571,49392,49414,49504,49452,49400,49414,49491,49470,49383,49474
2572,49392,49414,49504,49452,49400,49414,49491,49470,49383,49474
2573,49392,49414,49504,49452,49400,49414,49491,49470,49383,49474
2574,49392,49414,49504,49452,49400,49414,49491,49470,49383,49474
2575,49392,49414,49504,49452,49401,49414,49491,49470,49383,49474
2576,49392,49414,49504,49452,49401,49414,49491,49470,49383,49474
2577,49392,49414,49504,49452,49401,49414,49491,49470,49383,49474
2578,49392,49414,49504,49452,49401,49414,49491,49470,49383,49474
2579,49392,49414,49504,49452,49401,49414,49491,49470,49383,49474
2580,49392,49414,49504,49452,49401,49414,49491,49470,49383,49474
2581,49392,49414,49504,49452,49401,49414,49491,49470,49383,49474
2582,49392,49414,49504,49452,49401,49414,49491,49470,49383,49474
2583,49392,49414,49504,49452,49401,49414,49491,49470,49383,49474
2584,49392,49414,49504,49452,49401,49414,49491,49470,49383,49474
2585,49392,49414,49504,49452,49401,49414,49491,49470,49383,49474
2586,49392,49414,49504,49452,49401,49414,49491,49470,49383,49474
2587,49392,49414,49504,49452,49401,49414,49491,49470,49383,49474
2588,49392,49414,49504,49452,49401,49414,49491,49470,49383,49474
2589,49392,49414,49504,49452,49401,49414,49491,49470,49383,49474
2590,49392,49414,49504,49452,49401,49414,49491,49470,49383,49474
2591,49392,49414,49504,49452,49401,49414,49491,49470,49383,49474
2592,49392,49414,49504,49452,49401,49414,49491,49470,49383,49474
2593,49392,49414,49504,49452,49401,49414,49491,49470,49383,49474
2594,49392,49414,49504,49452,49401,49414,49491,49470,49383,49474
2595,49392,49414,49504,49452,49401,49414,49491,49470,49383,49474
2596,49392,49414,49504,49452,49401,49414,49491,49470,49383,49474
2597,49392,49414,49504,49452,49401,49414,49491,49470,49383,49474
2598,49392,49414,49504,49452,49401,49414,49491,49470,49383,49474
2599,49392,49414,49504,49452,49401,49414,49491,49470,49383,49474
2600,49392,49414,49504,49452,49401,49414,49491,49470,49383,49474
2601,49392,49414,49504,49452,49401,49414,49491,49470,49383,49474
2602,49392,49414,49504,49452,49401,49414,49491,49470,49383,49474
2603,49392,49414,49504,49452,49401,49414,49491,49470,49383,49474
2604,49392,49414,49504,49452,49401,49414,49491,49470,49383,49474
2605,49392,49414,49504,49452,49401,49414,49491,49470,49383,49474
2606,49392,49414,49504,49452,49401,49414,49491,49470,49383,49474
2607,49392,49414,49504,49452,49401,49414,49491,49470,49383,49474
2608,49392,49414,49504,49452,49401,49414,49491,49470,49383,49474
2609,49392,49414,49504,49452,49401,49414,49491,49470,49383,49474
2610,49392,49429,49504,49452,49401,49414,49491,49470,49383,49474
2611,49392,49429,49504,49452,49401,49414,49491,49470,49383,49474
2612,49392,49429,49504,49452,49401,49414,49491,49470,49383,49474
2613,49392,49429,49504,49452,49401,49414,49491,49470,49383,49474
2614,49392,49429,49504,49452,49401,49414,49491,49470,49383,49474
2615,49392,49429,49504,49452,49401,49414,49491,49470,49383,49474
2616,49392,49429,49504,49452,49401,49414,49491,49470,49383,49474
2617,49392,49429,49504,49452,49401,49414,49491,49470,49383,49474
2618,49392,49429,49504,49452,49401,49414,49491,49470,49383,49474
2619,49392,49429,49504,49452,49401,49414,49491,49470,49383,49474
2620,49392,49429,49504,49452,49401,49414,49491,49470,49383,49474
2621,49392,49429,49504,49452,49401,49414,49491,49470,49383,49474
2622,49392,49429,49504,49452,49403,49414,49491,49470,49383,49474
2623,49392,49429,49504,49452,49403,49414,49491,49470,49383,49474
2624,49392,49429,49504,49452,49404,49414,49491,49470,49383,49474
2625,49392,49429,49504,49452,49404,49414,49491,49470,49383,49474
2626,49392,49429,49504,49452,49404,49414,49491,49470,49383,49474
2627,49392,49429,49504,49452,49404,49414,49491,49470,49383,49474
2628,49392,49429,49504,49452,49404,49414,49491,49470,49383,49474
2629,49392,49429,49504,49452,49404,49414,49491,49470,49383,49474
2630,49392,49429,49504,49452,49404,49414,49491,49470,49383,49474
2631,49392,49429,49504,49452,49404,49414,49491,49470,49383,49474
2632,49392,49429,49504,49452,49404,49414,49491,49470,49383,49474
2633,49392,49429,49504,49452,49404,49414,49491,49470,49383,49474
2634,49392,49429,49504,49452,49404,49414,49491,49470,49383,49474
2635,49392,49429,49504,49452,49404,49414,49491,49470,49383,49474
2636,49392,49429,49504,49452,49404,49414,49491,49470,49383,49474
2637,49392,49429,49504,49452,49404,49414,49491,49470,49383,49474
2638,49392,49429,49504,49452,49404,49414,49491,49470,49383,49474
2639,49392,49429,49504,49452,49404,49414,49491,49470,49383,49474
2640,49392,49429,49504,49452,49404,49414,49491,49470,49383,49474
2641,49392,49429,49504,49452,49404,49414,49491,49470,49383,49474
2642,49392,49429,49504,49452,49404,49414,49491,49470,49383,49474
2643,49392,49429,49504,49452,49404,49414,49491,49470,49383,49474
2644,49392,49429,49504,49452,49404,49414,49491,49470,49383,49474
2645,49392,49429,49504,49452,49404,49414,49491,49470,49383,49474
2646,49392,49429,49504,49452,49404,49414,49491,49470,49383,49474
2647,49392,49429,49504,49452,49404,49414,49491,49470,49383,49474
2648,49392,49429,49504,49452,49404,49414,49491,49470,49383,49474
2649,49392,49429,49504,49452,49404,49414,49491,49470,49383,49474
2650,49392,49429,49504,49452,49404,49414,49491,49470,49383,49474
2651,49392,49429,49504,49452,49404,49414,49491,49470,49383,49474
2652,49392,49429,49504,49452,49404,49414,49491,49470,49383,49474
2653,49392,49429,49504,49452,49404,49414,49491,49470,49383,49474
2654,49392,49429,49504,49452,49404,49414,49491,49470,49383,49474
2655,49392,49429,49504,49452,49404,49414,49491,49470,49383,49474
2656,49392,49429,49504,49452,49404,49414,49491,49470,49383,49474
2657,49392,49429,49504,49452,49404,49414,49491,49470,49383,49474
2658,49392,49429,49504,49452,49404,49414,49491,49470,49383,49474
2659,49392,49429,49504,49452,49404,49414,49491,49470,49383,49474
2660,49392,49429,49504,49452,49404,49414,49491,49470,49383,49474
2661,49392,49429,49504,49452,49404,49414,49491,49470,49383,49474
2662,49392,49429,49504,49452,49404,49414,49491,49470,49383,49474
2663,49392,49429,49504,49452,49404,49414,49491,49470,49383,49474
2664,49392,49429,49504,49452,49404,49414,49491,49470,49383,49474
2665,49392,49429,49504,49452,49404,49414,49491,49470,49383,49474
2666,49392,49429,49504,49452,49404,49414,49491,49470,49383,49474
2667,49392,49429,49504,49452,49404,49414,49491,49470,49383,49474
2668,49392,49429,49504,49452,49404,49414,49491,49470,49383,49474
2669,49392,49429,49504,49452,49404,49414,49491,49470,49383,49474
2670,49392,49429,49504,49452,49404,49414,49491,49470,49383,49474
2671,49392,49429,49504,49452,49404,49414,49491,49470,49383,49474
2672,49392,49429,49504,49452,49404,49414,49491,49470,49383,49474
2673,49392,49429,49504,49452,49404,49414,49491,49470,49383,49474
2674,49392,49429,49504,49452,49404,49414,49491,49470,49383,49474
2675,49392,49429,49504,49452,49404,49414,49491,49470,49383,49474
2676,49392,49429,49504,49452,49404,49414,49491,49470,49383,49474
2677,49392,49429,49504,49452,49404,49414,49491,49470,49383,49474
2678,49392,49429,49504,49452,49404,49414,49491,49470,49383,49474
2679,49392,49429,49504,49452,49404,49414,49491,49470,49383,49474
2680,49392,49429,49504,49452,49404,49414,49491,49470,49383,49474
2681,49392,49429,49504,49452,49404,49414,49491,49470,49383,49474
2682,49392,49429,49504,49452,49404,49414,49491,49470,49383,49474
2683,49392,49429,49504,49452,49404,49414,49491,49470,49383,49474
2684,49392,49429,49504,49452,49404,49414,49491,49470,49383,49474
2685,49392,49429,49504,49452,49404,49414,49491,49470,49383,49474
2686,49392,49429,49504,49452,49404,49414,49491,49470,49383,49474
2687,49392,49429,49504,49452,49404,49414,49491,49470,49383,49474
2688,49392,49429,49504,49452,49404,49414,49491,49470,49383,49474
2689,49392,49429,49504,49452,49404,49414,49491,49470,49383,49474
2690,49392,49429,49504,49452,49404,49414,49491,49470,49383,49474
2691,49392,49429,49504,49452,49404,49414,49491,49470,49383,49474
2692,49392,49429,49504,49452,49404,49414,49491,49470,49383,49474
2693,49392,49429,49504,49452,49404,49414,49491,49470,49383,49474
2694,49392,49429,49504,49452,49404,49414,49491,49470,49383,49474
2695,49392,49429,49504,49452,49404,49414,49491,49470,49383,49474
2696,49392,49429,49504,49452,49404,49414,49491,49470,49383,49474
2697,49392,49429,49504,49452,49404,49414,49491,49470,49383,49474
2698,49392,49429,49504,49452,49404,49414,49491,49470,49383,49474
2699,49392,49429,49504,49452,49404,49414,49491,49470,49383,49474
2700,49392,49429,49504,49452,49404,49414,49491,49470,49383,49474
2701,49392,49429,49504,49452,49404,49414,49491,49470,49383,49474
2702,49392,49429,49504,49452,49404,49414,49491,49470,49383,49474
2703,49392,49429,49504,49452,49404,49414,49491,49470,49383,49474
2704,49392,49429,49504,49452,49404,49414,49491,49470,49383,49474
2705,49392,49429,49504,49452,49404,49414,49491,49470,49383,49474
2706,49392,49429,49504,49452,49404,49414,49491,49470,49383,49474
2707,49392,49429,49504,49452,49404,49414,49491,49470,49383,49474
2708,49392,49429,49504,49452,49404,49414,49491,49470,49383,49474
2709,49392,49429,49504,49452,49404,49414,49491,49470,49383,49474
2710,49392,49429,49504,49452,49404,49414,49491,49470,49383,49474
2711,49392,49429,49504,49452,49404,49414,49491,49470,49383,49474
2712,49392,49429,49504,49452,49404,49414,49491,49470,49383,49474
2713,49392,49429,49504,49452,49404,49414,49491,49470,49383,49474
2714,49392,49429,49504,49452,49404,49414,49491,49470,49383,49474
2715,49392,49429,49504,49452,49404,49414,49491,49470,49383,49474
2716,49392,49429,49504,49452,49404,49414,49491,49470,49383,49474
2717,49392,49429,49504,49452,49404,49414,49491,49470,49383,49474
2718,49392,49429,49504,49452,49404,49414,49491,49470,49383,49474
2719,49392,49429,49504,49452,49404,49414,49491,49470,49383,49474
2720,49392,49429,49504,49452,49404,49414,49491,49470,49383,49474
2721,49392,49429,49504,49452,49404,49414,49491,49470,49383,49474
2722,49392,49429,49504,49452,49404,49414,49491,49470,49383,49474
2723,49392,49429,49504,49452,49404,49414,49491,49470,49383,49474
2724,49392,49432,49504,49452,49404,49414,49491,49470,49383,49474
2725,49392,49432,49504,49452,49404,49414,49491,49470,49383,49474
2726,49392,49432,49504,49452,49404,49414,49491,49470,49383,49474
2727,49392,49432,49504,49452,49404,49414,49491,49470,49383,49474
2728,49392,49432,49504,49452,49404,49414,49491,49470,49383,49474
2729,49392,49432,49504,49452,49404,49414,49491,49470,49383,49474
2730,49392,49432,49504,49452,49404,49414,49491,49470,49383,49474
2731,49392,49432,49504,49452,49404,49414,49491,49470,49383,49474
2732,49392,49432,49504,49452,49404,49414,49491,49470,49383,49474
2733,49392,49432,49504,49452,49404,49414,49491,49470,49383,49474
2734,49392,49432,49504,49452,49404,49414,49491,49470,49383,49474
2735,49392,49432,49504,49452,49404,49414,49491,49470,49383,49474
2736,49392,49432,49504,49452,49404,49414,49491,49470,49383,49474
2737,49392,49432,49504,49452,49404,49414,49491,49470,49383,49474
2738,49392,49432,49504,49452,49404,49414,49491,49470,49383,49474
2739,49392,49432,49504,49452,49404,49414,49491,49470,49383,49474
2740,49392,49432,49504,49452,49404,49414,49491,49470,49383,49474
2741,49392,49432,49504,49452,49404,49414,49491,49470,49383,49474
2742,49392,49432,49504,49452,49404,49414,49491,49470,49383,49474
2743,49392,49432,49504,49452,49404,49414,49491,49470,49383,49474
2744,49392,49432,49504,49452,49404,49414,49491,49470,49383,49474
2745,49392,49432,49504,49452,49404,49414,49491,49470,49383,49474
2746,49392,49432,49504,49452,49404,49414,49491,49470,49383,49474
2747,49392,49432,49504,49452,49404,49414,49491,49470,49383,49474
2748,49392,49432,49504,49452,49404,49414,49491,49470,49383,49474
2749,49392,49432,49504,49452,49404,49414,49491,49470,49383,49474
2750,49392,49432,49504,49452,49404,49414,49491,49470,49383,49474
2751,49392,49432,49504,49452,49404,49414,49491,49470,49383,49474
2752,49392,49432,49504,49452,49404,49414,49491,49470,49383,49474
2753,49392,49432,49504,49452,49404,49414,49491,49470,49383,49474
2754,49392,49432,49504,49452,49404,49414,49491,49470,49383,49474
2755,49392,49432,49504,49452,49404,49414,49491,49470,49383,49474
2756,49392,49432,49504,49452,49404,49414,49491,49470,49383,49474
2757,49392,49432,49504,49452,49404,49414,49491,49470,49383,49474
2758,49392,49432,49504,49452,49404,49414,49491,49470,49383,49474
2759,49392,49432,49504,49452,49404,49414,49491,49470,49383,49474
2760,49392,49432,49504,49452,49404,49414,49491,49470,49383,49474
2761,49392,49432,49504,49452,49404,49414,49491,49470,49383,49474
2762,49392,49432,49504,49452,49404,49414,49491,49470,49383,49474
2763,49392,49432,49504,49452,49404,49414,49491,49470,49383,49474
2764,49392,49432,49504,49452,49404,49414,49491,49470,49383,49474
2765,49392,49432,49504,49452,49404,49414,49491,49470,49383,49474
2766,49392,49432,49504,49452,49404,49414,49491,49470,49383,49474
2767,49392,49432,49504,49452,49404,49414,49491,49470,49383,49474
2768,49392,49432,49504,49452,49404,49414,49491,49470,49383,49474
2769,49392,49432,49504,49452,49404,49414,49491,49470,49383,49474
2770,49392,49432,49504,49452,49404,49414,49491,49470,49383,49474
2771,49392,49432,49504,49452,49404,49414,49491,49470,49383,49474
2772,49392,49432,49504,49452,49404,49414,49491,49470,49383,49474
2773,49392,49432,49504,49452,49404,49414,49491,49470,49383,49474
2774,49392,49432,49504,49452,49404,49414,49491,49470,49383,49474
2775,49392,49432,49504,49452,49404,49414,49491,49470,49383,49474
2776,49392,49432,49504,49452,49404,49414,49491,49470,49383,49474
2777,49392,49432,49504,49452,49404,49414,49491,49470,49383,49474
2778,49392,49432,49504,49452,49404,49414,49491,49470,49383,49474
2779,49392,49432,49504,49452,49404,49414,49491,49470,49383,49474
2780,49392,49432,49504,49452,49404,49414,49491,49470,49383,49474
2781,49392,49432,49504,49452,49404,49414,49491,49470,49383,49474
2782,49392,49432,49504,49452,49404,49414,49491,49470,49383,49474
2783,49392,49432,49504,49452,49404,49414,49491,49470,49383,49474
2784,49392,49432,49504,49452,49404,49414,49491,49470,49383,49474
2785,49392,49432,49504,49452,49404,49414,49491,49470,49383,49474
2786,49392,49432,49504,49452,49404,49414,49491,49470,49383,49474
2787,49392,49432,49504,49452,49404,49414,49491,49470,49383,49474
2788,49392,49432,49504,49452,49404,49414,49491,49470,49383,49474
2789,49392,49432,49504,49452,49404,49414,49491,49470,49383,49474
2790,49392,49432,49504,49452,49404,49414,49491,49470,49383,49474
2791,49392,49432,49504,49452,49404,49414,49491,49470,49383,49474
2792,49392,49432,49504,49452,49404,49414,49491,49470,49383,49474
2793,49392,49432,49504,49452,49404,49414,49491,49470,49383,49474
2794,49392,49432,49504,49452,49404,49414,49491,49470,49383,49474
2795,49392,49432,49504,49452,49404,49414,49491,49470,49383,49474
2796,49392,49432,49504,49452,49404,49414,49491,49470,49383,49474
